,Завод,ЕО код,ЕО описание,Основной Класс ЕО код,Основной Класс ЕО описание,Класс ЕО код,Техместо код,Техместо описание,Вышестоящее техместо код,Вышестоящее техместо наименование,Дата начала эксплуатации
314,Олимпиадинский ГОК,100000063333,Экскаватор электрический ЭКГ-10 №28,E03_02,Экскаваторы электрич,Экскаваторы электрические,11-RUD-BLAG-UGBL-E102,Экскаватор электрический №28,11-RUD-BLAG-UGBL-EG10,Экскаваторы ЭКГ-10,31.01.2012
315,Олимпиадинский ГОК,100000071917,ЭД привода подъема МПЭ-350-900,E03_02,Экскаваторы электрич,Двигатели постоянного тока,11-RUD-VOST-UGVS-E103,Экскаватор электрический №09,11-RUD-VOST-UGVS-EG10,Экскаваторы ЭКГ-10,30.04.2013
316,Олимпиадинский ГОК,100000028835,Автогрейдер ГС-25.11 №23,E06_01,Автогрейдеры,Автогрейдеры,11-999-1105,Удал. оборудование КБЕ ГТК,11-999,Удаленное оборудование,12.04.2012
317,Олимпиадинский ГОК,100000061889,Станок буровой PV-235 №55,E02_01,Станки буровые вращ.,Станки буровые вращ. бур. шарошками,11-RUD-CBVZ-P201,Станок буровой №55,11-RUD-CBVZ-PV23,Станки буровые PV-235,04.04.2012
318,Олимпиадинский ГОК,100000043325,Генератор привода подъема,E03_02,Экскаваторы электрич,Узлы,11-RUD-VOST-UGVS-E111,Экскаватор электрический №29,11-RUD-VOST-UGVS-EG10,Экскаваторы ЭКГ-10,30.04.2012
319,Олимпиадинский ГОК,100000062735,Экскаватор электрический ЭКГ-10 №29,E03_02,Экскаваторы электрич,Экскаваторы электрические,11-RUD-VOST-UGVS-E111,Экскаватор электрический №29,11-RUD-VOST-UGVS-EG10,Экскаваторы ЭКГ-10,30.04.2012
320,Олимпиадинский ГОК,100000061890,Станок буровой СБШ-250 МНА-32 №25,E02_01,Станки буровые вращ.,Станки буровые вращ. бур. шарошками,11-RUD-CBVZ-SB07,Станок буровой №25,11-RUD-CBVZ-SBSH,Станки буровые СБШ-250,30.04.2012
321,Олимпиадинский ГОК,100000061891,Станок буровой СБШ-250 МНА-32 №26,E02_01,Станки буровые вращ.,Станки буровые вращ. бур. шарошками,11-RUD-CBVZ-SB08,Станок буровой №26,11-RUD-CBVZ-SBSH,Станки буровые СБШ-250,30.04.2012
322,Олимпиадинский ГОК,100000039662,ЭД асинх,E02_01,Станки буровые вращ.,Двигатели асинхронные,11-RUD-CBVZ-SB09,Станок буровой №27,11-RUD-CBVZ-SBSH,Станки буровые СБШ-250,31.05.2012
323,Олимпиадинский ГОК,100000061892,Станок буровой СБШ-250 МНА-32 №27,E02_01,Станки буровые вращ.,Станки буровые вращ. бур. шарошками,11-RUD-CBVZ-SB09,Станок буровой №27,11-RUD-CBVZ-SBSH,Станки буровые СБШ-250,31.05.2012
324,Олимпиадинский ГОК,100000058898,Бульдозер D375A-5 №38,E05_02,Бульдозеры гусеничны,Бульдозеры гусеничные,11-RUD-CGTR-SETT-UCTT-BZ47,Бульдозер гусеничный №38,11-RUD-CGTR-SETT-UCTT-BLDZ,Выемочно-транспортирующие машины,28.05.2012
325,Олимпиадинский ГОК,100000056018,Гидротрансформатор,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CF14,Самосвал карьерный №149,11-RUD-CGTR-SEBT-C77F,Самосвалы CAT 777F,04.06.2012
326,Олимпиадинский ГОК,100000065603,Самосвал карьерный 777F №146,E01_01,Самосвалы карьерные,Самосвалы карьерные,11-RUD-CGTR-SEBT-CF11,Самосвал карьерный №146,11-RUD-CGTR-SEBT-C77F,Самосвалы CAT 777F,04.06.2012
327,Олимпиадинский ГОК,100000038360,Двигатель внутр.сгорания №LJW08731,E01_01,Самосвалы карьерные,Узлы. ДВС,11-RUD-CGTR-SEBT-CF12,Самосвал карьерный №147,11-RUD-CGTR-SEBT-C77F,Самосвалы CAT 777F,19.02.2008
328,Олимпиадинский ГОК,100000038565,Дифференциал,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CF13,Самосвал карьерный №148,11-RUD-CGTR-SEBT-C77F,Самосвалы CAT 777F,04.06.2012
329,Олимпиадинский ГОК,100000055901,Гидротрансформатор №5PT07353,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CF13,Самосвал карьерный №148,11-RUD-CGTR-SEBT-C77F,Самосвалы CAT 777F,04.06.2012
330,Олимпиадинский ГОК,100000065604,Самосвал карьерный 777F №147,E01_01,Самосвалы карьерные,Самосвалы карьерные,11-RUD-CGTR-SEBT-CF12,Самосвал карьерный №147,11-RUD-CGTR-SEBT-C77F,Самосвалы CAT 777F,04.06.2012
331,Олимпиадинский ГОК,100000065605,Самосвал карьерный 777F №148,E01_01,Самосвалы карьерные,Самосвалы карьерные,11-RUD-CGTR-SEBT-CF13,Самосвал карьерный №148,11-RUD-CGTR-SEBT-C77F,Самосвалы CAT 777F,04.06.2012
332,Олимпиадинский ГОК,100000039403,Редуктор бортовой правый,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CF03,Самосвал карьерный №138,11-RUD-CGTR-SEBT-C77F,Самосвалы CAT 777F,10.11.2008
333,Олимпиадинский ГОК,100000055899,Гидротрансформатор №5PT07358,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CF11,Самосвал карьерный №146,11-RUD-CGTR-SEBT-C77F,Самосвалы CAT 777F,04.06.2012
334,Олимпиадинский ГОК,100000065893,Самосвал карьерный 777F №149,E01_01,Самосвалы карьерные,Самосвалы карьерные,11-RUD-CGTR-SEBT-CF14,Самосвал карьерный №149,11-RUD-CGTR-SEBT-C77F,Самосвалы CAT 777F,04.06.2012
335,Олимпиадинский ГОК,100000056017,Гидротрансформатор,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC76,Самосвал карьерный №528,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,08.09.2017
336,Олимпиадинский ГОК,100000065637,Самосвал карьерный 785C №518,E01_01,Самосвалы карьерные,Самосвалы карьерные,11-RUD-CGTR-SEBT-CC66,Самосвал карьерный №518,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,05.07.2012
337,Олимпиадинский ГОК,100000038440,Двигатель внутр.сгорания №8BR02972,E01_01,Самосвалы карьерные,Узлы. ДВС,11-RUD-CGTR-SEBT-CC26,Самосвал карьерный №427,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,30.08.2017
338,Олимпиадинский ГОК,100000065638,Самосвал карьерный 785C №520,E01_01,Самосвалы карьерные,Самосвалы карьерные,11-RUD-CGTR-SEBT-CC68,Самосвал карьерный №520,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,05.07.2012
339,Олимпиадинский ГОК,100000038640,Дифференциал,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC15,Самосвал карьерный №416,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,05.07.2012
340,Олимпиадинский ГОК,100000056039,Гидротрансформатор,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC26,Самосвал карьерный №427,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,08.06.2009
341,Олимпиадинский ГОК,100000065639,Самосвал карьерный 785C №519,E01_01,Самосвалы карьерные,Самосвалы карьерные,11-RUD-CGTR-SEBT-CC67,Самосвал карьерный №519,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,05.07.2012
342,Олимпиадинский ГОК,100000065640,Самосвал карьерный 785C №517,E01_01,Самосвалы карьерные,Самосвалы карьерные,11-RUD-CGTR-SEBT-CC65,Самосвал карьерный №517,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,05.07.2012
343,Олимпиадинский ГОК,100000061893,Установка буровая БКМ-534 №06,E02_02,Станки буровые вращ.,Станки буровые вращ. бур. коронками,11-RUD-BLAG-ENSL-DR01,Установка буровая БКМ-534 №06,11-RUD-BLAG-ENSL-DRIL,Оборудование буровое,10.09.2012
344,Олимпиадинский ГОК,100000045035,Двигатель внутр.сгорания №0481541,E05_02,Бульдозеры гусеничны,Узлы. ДВС,11-999-1105,Удал. оборудование КБЕ ГТК,11-999,Удаленное оборудование,17.09.2012
345,Олимпиадинский ГОК,100000058918,Бульдозер Т-11.02ЯБР-1 №15,E05_02,Бульдозеры гусеничны,Бульдозеры гусеничные,11-RUD-CGTR-SETT-UCTT-BZ08,Бульдозер гусеничный №15,11-RUD-CGTR-SETT-UCTT-BLDZ,Выемочно-транспортирующие машины,17.09.2012
346,Олимпиадинский ГОК,100000058924,Погрузчик фронтальный WA600-3 №39,E17_11,Погрузчики фронтальн,Погрузчики фронтальные,11-RUD-CGTR-SETT-UCTT-LF22,Погрузчик фронтальный №39,11-RUD-CGTR-SETT-UCTT-LIFT,Оборудование грузоподъемное,17.09.2012
347,Олимпиадинский ГОК,100000058925,Погрузчик фронтальный WA600-3 №40,E17_11,Погрузчики фронтальн,Погрузчики фронтальные,11-RUD-CGTR-SETT-UCTT-LF23,Погрузчик фронтальный №40,11-RUD-CGTR-SETT-UCTT-LIFT,Оборудование грузоподъемное,17.09.2012
348,Олимпиадинский ГОК,100000038642,Дифференциал,E01_01,Самосвалы карьерные,Узлы,11-RUD-CGTR-SEBT-CC73,Самосвал карьерный №525,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,30.08.2021
349,Олимпиадинский ГОК,100000065641,Самосвал карьерный 785C №521,E01_01,Самосвалы карьерные,Самосвалы карьерные,11-RUD-CGTR-SEBT-CC69,Самосвал карьерный №521,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,30.09.2012
350,Олимпиадинский ГОК,100000065643,Самосвал карьерный 785C №522,E01_01,Самосвалы карьерные,Самосвалы карьерные,11-RUD-CGTR-SEBT-CC70,Самосвал карьерный №522,11-RUD-CGTR-SEBT-C785,Самосвалы CAT 785C,30.09.2012
351,Олимпиадинский ГОК,100000039571,Двигатель внутр.сгорания №WRH01782,E02_01,Станки буровые вращ.,Узлы. ДВС,11-RUD-CBVZ-P202,Станок буровой №56,11-RUD-CBVZ-PV23,Станки буровые PV-235,16.10.2012
352,Олимпиадинский ГОК,100000061895,Станок буровой PV-235 №56,E02_01,Станки буровые вращ.,Станки буровые вращ. бур. шарошками,11-RUD-CBVZ-P202,Станок буровой №56,11-RUD-CBVZ-PV23,Станки буровые PV-235,30.09.2012
353,Олимпиадинский ГОК,100000061896,Станок буровой PV-235 №57,E02_01,Станки буровые вращ.,Станки буровые вращ. бур. шарошками,11-RUD-CBVZ-P203,Станок буровой №57,11-RUD-CBVZ-PV23,Станки буровые PV-235,16.10.2012
354,Олимпиадинский ГОК,100000043272,Генератор постоянного тока,E03_02,Экскаваторы электрич,Узлы,11-RUD-BLAG-UGBL-E106,Экскаватор электрический №30,11-RUD-BLAG-UGBL-EG10,Экскаваторы ЭКГ-10,31.12.2012
355,Олимпиадинский ГОК,100000043582,ЭД асинх,E03_02,Экскаваторы электрич,Двигатели асинхронные,11-RUD-BLAG-UGBL-E106,Экскаватор электрический №30,11-RUD-BLAG-UGBL-EG10,Экскаваторы ЭКГ-10,31.12.2012
356,Олимпиадинский ГОК,100000043629,ЭД асинх,E03_02,Экскаваторы электрич,Двигатели асинхронные,11-RUD-BLAG-UGBL-E106,Экскаватор электрический №30,11-RUD-BLAG-UGBL-EG10,Экскаваторы ЭКГ-10,31.12.2012
