,Unnamed: 0.1,Название ЕО,ЕО,ТекстПланаПредупрТОРО,Название ВРТ,ВидЗаказа,Заказ,КраткийТекст заказа,СистСтатус,ПользСтатус,ПланДатаНачала,НовДатаНачала,ПланДатаНачала_month,НовДатаНачала_month,статус переноса,planned_in_jan_and_remaining_in_jan,planned_in_jan_moved_to_somewhere,planned_in_jan_moved_to_feb,planned_in_jan_moved_to_mar,planned_in_jan_moved_to_apr,planned_in_jan_moved_to_may,planned_in_jan_moved_to_jun,planned_in_jan_moved_to_jul,planned_in_jan_moved_to_aug,planned_in_jan_moved_to_sep,planned_in_jan_moved_to_oct,planned_in_jan_moved_to_nov,planned_in_jan_moved_to_dec,eo_description,teh_mesto,mvz,eo_class_code,eo_class_description,eo_main_code,eo_main_description,eo_main_class_code,eo_main_class_description,teh_mesto_description,level_upper,code,level_1,level_1_code,level_2_code,level_2_path,level_3_code,level_5,level_6,level_7,level_8,level_1_description,Unnamed: 0,Вышестоящее техместо,Комментарий,comment_category
29,29,Самосвал карьерный БЕЛАЗ-7547 №2444,100000068230,ТР гидросистемы БелАЗ 7547 №4,Текущий ремонт,APP1,1100369089,ТР гидросистемы БелАЗ 7547 №4,ПДТВ ПКАЛ ПРВВ ТЗКР KKMP JBFI,ГОД  УТВГ МЕС  УТВМ НЕД  УТВН ГИП  ПРНТ СГГС,2022-01-09,2022-01-11,1,1,без переноса в другой месяц,1,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный БЕЛАЗ-7547 №2444,03-KON-OBSL-OB05,1245112123.0,E01_01,Самосвалы карьерные,100000068230,Самосвал карьерный БЕЛАЗ-7547 №2444,E01_01,Самосвалы карьерные,БелАЗ-7547 №2444,03-KON-OBSL-PBEL,first03-KON-OBSL-OB05,first03,03,KON,03-KON,OBSL,-,OBSL,OB05,no_data,Полюс Вернинское,8165,Самосвалы БелАЗ-7547,нет комментария,нет комментария
30,30,Самосвал карьерный HD785-7 №1609,100000008666,Самосвал HD785-7 №1609,Замена,APP1,1100359009,Замена двигателя,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-01-09,2022-03-26,1,3,перенос в другой месяц,0,1,0,1,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1609,03-CTT-KD01,1213011220.0,E01_01,Самосвалы карьерные,100000008666,Самосвал карьерный HD785-7 №1609,E01_01,Самосвалы карьерные,Самосвал №1609,03-CTT-K787,first03-CTT-KD01,first03,03,CTT,03-CTT,KD01,-,KD01,no_data,no_data,Полюс Вернинское,4328,Самосвалы Komatsu HD785-7,нет комментария,нет комментария
31,31,Самосвал карьерный БЕЛАЗ-7547 №2444,100000068230,ТО БелАЗ 7451 СЛ №4,Техническое обслуживание 2,APP1,1100368723,ТО-2 БелАЗ 7451 СЛ №4,ПДТВ ПКАЛ ПРВВ ТЗКР ДВМА ДМНП JBFI,ГОД  УТВГ УТВП МЕС  УТВМ НЕД  УТВН ГИП  ПРНТ МТРЦ ТКБЕ СГГС,2022-01-09,2022-01-20,1,1,без переноса в другой месяц,1,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный БЕЛАЗ-7547 №2444,03-KON-OBSL-OB05,1245112123.0,E01_01,Самосвалы карьерные,100000068230,Самосвал карьерный БЕЛАЗ-7547 №2444,E01_01,Самосвалы карьерные,БелАЗ-7547 №2444,03-KON-OBSL-PBEL,first03-KON-OBSL-OB05,first03,03,KON,03-KON,OBSL,-,OBSL,OB05,no_data,Полюс Вернинское,8165,Самосвалы БелАЗ-7547,нет комментария,нет комментария
32,32,Самосвал карьерный HD785-7 №1609,100000008666,Самосвал HD785-7 №1609,Техническое обслуживание 3,APP1,1100359080,Техническое обслуживание 3,ПЕЧТ ПДТВ ПКАЛ ПРВВ ТЗКР ДВМА ДМНП JBFI,ГОД  УТВГ УТВП МЕС  НЕД  УТВН ГИП  ПТОМ ПРНТ СРОЧ МТРЦ ТКБЕ СГГС,2022-01-09,2022-01-20,1,1,без переноса в другой месяц,1,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1609,03-CTT-KD01,1213011220.0,E01_01,Самосвалы карьерные,100000008666,Самосвал карьерный HD785-7 №1609,E01_01,Самосвалы карьерные,Самосвал №1609,03-CTT-K787,first03-CTT-KD01,first03,03,CTT,03-CTT,KD01,-,KD01,no_data,no_data,Полюс Вернинское,4328,Самосвалы Komatsu HD785-7,нет комментария,нет комментария
33,33,Экскаватор PC1250-8 №1204,100000068233,Экскаватор РС1250-8 СЛ,Техническое обслуживание 4,APP1,1100363595,ТО-4 Экскаватор РС1250-8 СЛ,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-01-09,2022-10-05,1,10,перенос в другой месяц,0,1,0,0,0,0,0,0,0,0,1,0,0,Экскаватор PC1250-8 №1204,03-RUD-EKSK-OOBR-EX05,1214011923.0,E03_01,Экскаваторы гидравлические,100000068233,Экскаватор PC1250-8 №1204,E03_01,Экскаваторы гидравли,Экскаватор №1204,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX05,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,9327,Экскаваторы,нет комментария,нет комментария
34,34,Экскаватор PC1250-8 №1204,100000068233,Экскаватор РС1250-8 СЛ,Техническое обслуживание 4,APP1,1100363595,ТО-4 Экскаватор РС1250-8 СЛ,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-01-09,2022-10-05,1,10,перенос в другой месяц,0,1,0,0,0,0,0,0,0,0,1,0,0,Экскаватор PC1250-8 №1204,03-RUD-EKSK-OOBR-EX05,1214011923.0,E03_01,Экскаваторы гидравлические,100000068233,Экскаватор PC1250-8 №1204,E03_01,Экскаваторы гидравли,Экскаватор №1204,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX05,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,9327,Экскаваторы,нет комментария,нет комментария
35,35,Экскаватор PC1250-8 №1204,100000068233,ТР Экскаватор РС1250-8 СЛ,Текущий ремонт,APP1,1100363597,ТР Экскаватор РС1250-8 СЛ,ДЕБЛ ПЕЧТ ПКАЛ ПРВВ ДМНП,ГОД  УТВГ УТВП МЕС  УТВМ НЕД  УТВН ГИП  ПТОМ СРОЧ МТРЦ ТКБЕ СГГС,2022-01-09,2022-02-28,1,2,перенос в другой месяц,0,1,1,0,0,0,0,0,0,0,0,0,0,Экскаватор PC1250-8 №1204,03-RUD-EKSK-OOBR-EX05,1214011923.0,E03_01,Экскаваторы гидравлические,100000068233,Экскаватор PC1250-8 №1204,E03_01,Экскаваторы гидравли,Экскаватор №1204,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX05,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,9327,Экскаваторы,нет комментария,нет комментария
36,36,Самосвал карьерный HD785-7 №1615,100000008672,Самосвал HD785-7 №1615,Замена,APP1,1100359715,Замена колеса,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-01-10,2022-06-19,1,6,перенос в другой месяц,0,1,0,0,0,0,1,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1615,03-CTT-KD07,1213011220.0,E01_01,Самосвалы карьерные,100000008672,Самосвал карьерный HD785-7 №1615,E01_01,Самосвалы карьерные,Самосвал №1615,03-CTT-K787,first03-CTT-KD07,first03,03,CTT,03-CTT,KD07,-,KD07,no_data,no_data,Полюс Вернинское,4328,Самосвалы Komatsu HD785-7,нет комментария,нет комментария
37,37,Самосвал карьерный HD785-7 №1615,100000008672,ТР Самосвал HD785-7 №1615,Текущий ремонт,APP1,1100381354,ТР Самосвал HD785-7 №1615,ПЕЧТ ПДТВ ПКАЛ ПРВВ ТЗКР ДМНП KKMP JBFI,ГОД  УТВГ МЕС  УТВМ НЕД  УТВН ГИП  ПТОМ ПРНТ СГГС,2022-01-10,2022-01-29,1,1,без переноса в другой месяц,1,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1615,03-CTT-KD07,1213011220.0,E01_01,Самосвалы карьерные,100000008672,Самосвал карьерный HD785-7 №1615,E01_01,Самосвалы карьерные,Самосвал №1615,03-CTT-K787,first03-CTT-KD07,first03,03,CTT,03-CTT,KD07,-,KD07,no_data,no_data,Полюс Вернинское,4328,Самосвалы Komatsu HD785-7,нет комментария,нет комментария
38,38,Самосвал карьерный HD785-7 №1615,100000008672,ТР Самосвал HD785-7 №1615,Текущий ремонт,APP1,1100381354,ТР Самосвал HD785-7 №1615,ПЕЧТ ПДТВ ПКАЛ ПРВВ ТЗКР ДМНП KKMP JBFI,ГОД  УТВГ МЕС  УТВМ НЕД  УТВН ГИП  ПТОМ ПРНТ СГГС,2022-01-10,2022-01-29,1,1,без переноса в другой месяц,1,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1615,03-CTT-KD07,1213011220.0,E01_01,Самосвалы карьерные,100000008672,Самосвал карьерный HD785-7 №1615,E01_01,Самосвалы карьерные,Самосвал №1615,03-CTT-K787,first03-CTT-KD07,first03,03,CTT,03-CTT,KD07,-,KD07,no_data,no_data,Полюс Вернинское,4328,Самосвалы Komatsu HD785-7,нет комментария,нет комментария
39,39,Самосвал карьерный БЕЛАЗ-7547 №2443,100000068229,ТО БелАЗ 7451 СЛ №3,Техническое обслуживание 1,APP1,1100368649,ТО-1 БелАЗ 7451 СЛ №3,ПДТВ ПКАЛ ПРВВ ТЗКР ДВМА ДМНП JBFI,ГОД  УТВГ УТВП МЕС  УТВМ НЕД  УТВН ГИП  ПРНТ МТРЦ ТКБЕ СГГС,2022-01-10,2022-01-18,1,1,без переноса в другой месяц,1,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный БЕЛАЗ-7547 №2443,03-KON-OBSL-OB04,1245112123.0,E01_01,Самосвалы карьерные,100000068229,Самосвал карьерный БЕЛАЗ-7547 №2443,E01_01,Самосвалы карьерные,БелАЗ-7547 №2443,03-KON-OBSL-PBEL,first03-KON-OBSL-OB04,first03,03,KON,03-KON,OBSL,-,OBSL,OB04,no_data,Полюс Вернинское,8165,Самосвалы БелАЗ-7547,нет комментария,нет комментария
40,40,Самосвал карьерный HD785-7 №1615,100000008672,Самосвал HD785-7 №1615 МТЧ,Техническое обслуживание 1,APP1,1100359716,Техническое обслуживание 1,ПЕЧТ ПДТВ ПКАЛ ПРВВ ТЗКР ДВМА ДМНП JBFI,ГОД  УТВГ УТВП МЕС  УТВМ НЕД  УТВН ГИП  ПТОМ ПРНТ СРОЧ МТРЦ ТКБЕ СГГС,2022-01-10,2022-01-04,1,1,без переноса в другой месяц,1,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1615,03-CTT-KD07,1213011220.0,E01_01,Самосвалы карьерные,100000008672,Самосвал карьерный HD785-7 №1615,E01_01,Самосвалы карьерные,Самосвал №1615,03-CTT-K787,first03-CTT-KD07,first03,03,CTT,03-CTT,KD07,-,KD07,no_data,no_data,Полюс Вернинское,4328,Самосвалы Komatsu HD785-7,нет комментария,нет комментария
41,41,Самосвал карьерный HD785-7 №1615,100000008672,Самосвал HD785-7 №1615 МТЧ,Техническое обслуживание 1,APP1,1100359716,Техническое обслуживание 1,ПЕЧТ ПДТВ ПКАЛ ПРВВ ТЗКР ДВМА ДМНП JBFI,ГОД  УТВГ УТВП МЕС  УТВМ НЕД  УТВН ГИП  ПТОМ ПРНТ СРОЧ МТРЦ ТКБЕ СГГС,2022-01-10,2022-01-04,1,1,без переноса в другой месяц,1,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1615,03-CTT-KD07,1213011220.0,E01_01,Самосвалы карьерные,100000008672,Самосвал карьерный HD785-7 №1615,E01_01,Самосвалы карьерные,Самосвал №1615,03-CTT-K787,first03-CTT-KD07,first03,03,CTT,03-CTT,KD07,-,KD07,no_data,no_data,Полюс Вернинское,4328,Самосвалы Komatsu HD785-7,нет комментария,нет комментария
42,42,Самосвал карьерный HD1500-8 №1627,100000022743,Самосвал HD1500-8 №1627 МТЧ,Техническое обслуживание 2,APP1,1100360254,Техническое обслуживание 2,ПЕЧТ ПДТВ ПКАЛ ПРВВ ТЗКР ДВМА ДМНП JBFI,ГОД  УТВГ УТВП МЕС  УТВМ НЕД  УТВН ГИП  ПТОМ ПРНТ МТРЦ ТКБЕ СГГС,2022-01-10,2022-01-24,1,1,без переноса в другой месяц,1,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD1500-8 №1627,03-CTT-KM07,1213011320.0,E01_01,Самосвалы карьерные,100000022743,Самосвал карьерный HD1500-8 №1627,E01_01,Самосвалы карьерные,Самосвал №1627,03-CTT-K150,first03-CTT-KM07,first03,03,CTT,03-CTT,KM07,-,KM07,no_data,no_data,Полюс Вернинское,7064,Самосвалы Komatsu HD1500-8,нет комментария,нет комментария
43,43,Самосвал карьерный HD785-7 №1614,100000008671,Самосвал HD785-7 №1614,Текущий ремонт,APP1,1100360894,ТР гидросистемы,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ МЕС  ГИП  СГГС,2022-01-11,2022-03-06,1,3,перенос в другой месяц,0,1,0,1,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1614,03-CTT-KD06,1213011220.0,E01_01,Самосвалы карьерные,100000008671,Самосвал карьерный HD785-7 №1614,E01_01,Самосвалы карьерные,Самосвал №1614,03-CTT-K787,first03-CTT-KD06,first03,03,CTT,03-CTT,KD06,-,KD06,no_data,no_data,Полюс Вернинское,4328,Самосвалы Komatsu HD785-7,нет комментария,нет комментария
44,44,Самосвал карьерный HD785-7 №1614,100000008671,Самосвал HD785-7 №1614 МТЧ,Текущий ремонт,APP1,1100359820,ТР трансмиссии,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ МЕС  УТВМ ГИП  ПТОМ ПЗТГ СГГС,2022-01-11,2022-02-24,1,2,перенос в другой месяц,0,1,1,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1614,03-CTT-KD06,1213011220.0,E01_01,Самосвалы карьерные,100000008671,Самосвал карьерный HD785-7 №1614,E01_01,Самосвалы карьерные,Самосвал №1614,03-CTT-K787,first03-CTT-KD06,first03,03,CTT,03-CTT,KD06,-,KD06,no_data,no_data,Полюс Вернинское,4328,Самосвалы Komatsu HD785-7,Корректировка ремонтной программы,Корректировка ремонтной программы
45,45,Самосвал карьерный HD785-7 №1614,100000008671,Самосвал HD785-7 №1614 МТЧ,Техническое обслуживание 4,APP1,1100359810,Техническое обслуживание 4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-01-11,2022-03-22,1,3,перенос в другой месяц,0,1,0,1,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1614,03-CTT-KD06,1213011220.0,E01_01,Самосвалы карьерные,100000008671,Самосвал карьерный HD785-7 №1614,E01_01,Самосвалы карьерные,Самосвал №1614,03-CTT-K787,first03-CTT-KD06,first03,03,CTT,03-CTT,KD06,-,KD06,no_data,no_data,Полюс Вернинское,4328,Самосвалы Komatsu HD785-7,нет комментария,нет комментария
