,Unnamed: 0.1,Название ЕО,ЕО,ТекстПланаПредупрТОРО,Название ВРТ,ВидЗаказа,Заказ,КраткийТекст заказа,СистСтатус,ПользСтатус,ПланДатаНачала,НовДатаНачала,ПланДатаНачала_month,НовДатаНачала_month,статус переноса,planned_in_jan_and_remaining_in_jan,planned_in_jan_moved_to_somewhere,planned_in_jan_moved_to_feb,planned_in_jan_moved_to_mar,planned_in_jan_moved_to_apr,planned_in_jan_moved_to_may,planned_in_jan_moved_to_jun,planned_in_jan_moved_to_jul,planned_in_jan_moved_to_aug,planned_in_jan_moved_to_sep,planned_in_jan_moved_to_oct,planned_in_jan_moved_to_nov,planned_in_jan_moved_to_dec,eo_description,teh_mesto,mvz,eo_class_code,eo_class_description,eo_main_code,eo_main_description,eo_main_class_code,eo_main_class_description,teh_mesto_description,level_upper,code,level_1,level_1_code,level_2_code,level_2_path,level_3_code,level_5,level_6,level_7,level_8,level_1_description,Unnamed: 0,Вышестоящее техместо,Комментарий,comment_category
899,899,Самосвал карьерный БЕЛАЗ-7547 №2441,100000068227,БелАЗ 7547 №1 СЛ,Техническое обслуживание 1,APP1,1100368799,ТО-1 БелАЗ 7547 №1 СЛ,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-14,2022-07-14,7,7,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный БЕЛАЗ-7547 №2441,03-KON-OBSL-OB02,1245112123.0,E01_01,Самосвалы карьерные,100000068227,Самосвал карьерный БЕЛАЗ-7547 №2441,E01_01,Самосвалы карьерные,БелАЗ-7547 №2441,03-KON-OBSL-PBEL,first03-KON-OBSL-OB02,first03,03,KON,03-KON,OBSL,-,OBSL,OB02,no_data,Полюс Вернинское,8165,Самосвалы БелАЗ-7547,нет комментария,нет комментария
900,900,Кузов,100000010303,Кузов ЧАС,Текущий ремонт,APP1,1100361059,ТР кузова,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-07-14,2022-07-14,7,7,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Кузов,03-CTT-KD05,1213011220.0,S00,Узлы,100000008670,Самосвал карьерный HD785-7 №1613,E01_01,Самосвалы карьерные,Самосвал №1613,03-CTT-K787,first03-CTT-KD05,first03,03,CTT,03-CTT,KD05,-,KD05,no_data,no_data,Полюс Вернинское,4328,Самосвалы Komatsu HD785-7,нет комментария,нет комментария
901,901,Генератор напора_4ГПЭМ 170-1/1,100000009368,(ТО) 4ГПЭМ 170-1/1,Техническое обслуживание,APP1,1100358770,(ТО) 4ГПЭМ 170-1/1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-14,2022-07-14,7,7,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Генератор напора_4ГПЭМ 170-1/1,03-RUD-EKSK-OOBR-EX03,1212011220.0,E32_05,Генераторы,100000009137,Экскаватор электрический ЭКГ-10 №1208,E03_02,Экскаваторы электрич,Экскаватор №1208,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX03,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,9327,Экскаваторы,нет комментария,нет комментария
902,902,Генератор подъёма_4ГПЭМ 600-1/1,100000009369,(ТО) 4ГПЭМ 600-1/1,Техническое обслуживание,APP1,1100358960,(ТО) 4ГПЭМ 600-1/1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-14,2022-07-14,7,7,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Генератор подъёма_4ГПЭМ 600-1/1,03-RUD-EKSK-OOBR-EX03,1212011220.0,E32_05,Генераторы,100000009137,Экскаватор электрический ЭКГ-10 №1208,E03_02,Экскаваторы электрич,Экскаватор №1208,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX03,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,9327,Экскаваторы,нет комментария,нет комментария
903,903,ЭД пост тока 4ГПЭ 300-1/2,100000009367,(ТО) 4ГПЭ 300-1/2,Техническое обслуживание,APP1,1100358916,(ТО) 4ГПЭ 300-1/2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-14,2022-07-14,7,7,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД пост тока 4ГПЭ 300-1/2,03-RUD-EKSK-OOBR-EX03,1212011220.0,E32_03,Двигатели постоянного тока,100000009137,Экскаватор электрический ЭКГ-10 №1208,E03_02,Экскаваторы электрич,Экскаватор №1208,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX03,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,9327,Экскаваторы,нет комментария,нет комментария
904,904,ЭД синх ДСЭ-750-6,100000009373,(ТО) ДСЭ-750-6,Техническое обслуживание,APP1,1100359023,(ТО) ДСЭ-750-6,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-14,2022-07-14,7,7,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД синх ДСЭ-750-6,03-RUD-EKSK-OOBR-EX03,1212011220.0,E32_02,Двигатели синхронные,100000009137,Экскаватор электрический ЭКГ-10 №1208,E03_02,Экскаваторы электрич,Экскаватор №1208,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX03,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,9327,Экскаваторы,нет комментария,нет комментария
905,905,Самосвал карьерный HD785-7 №1613,100000008670,ТР Самосвал HD785-7 №1613,Текущий ремонт,APP1,1100381683,ТР Самосвал HD785-7 №1613,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-07-14,2022-07-04,7,7,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1613,03-CTT-KD05,1213011220.0,E01_01,Самосвалы карьерные,100000008670,Самосвал карьерный HD785-7 №1613,E01_01,Самосвалы карьерные,Самосвал №1613,03-CTT-K787,first03-CTT-KD05,first03,03,CTT,03-CTT,KD05,-,KD05,no_data,no_data,Полюс Вернинское,4328,Самосвалы Komatsu HD785-7,нет комментария,нет комментария
906,906,Самосвал карьерный HD785-7 №1613,100000008670,Самосвал HD785-7 №1613 МТЧ,Техническое обслуживание 1,APP1,1100359762,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-14,2022-07-04,7,7,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1613,03-CTT-KD05,1213011220.0,E01_01,Самосвалы карьерные,100000008670,Самосвал карьерный HD785-7 №1613,E01_01,Самосвалы карьерные,Самосвал №1613,03-CTT-K787,first03-CTT-KD05,first03,03,CTT,03-CTT,KD05,-,KD05,no_data,no_data,Полюс Вернинское,4328,Самосвалы Komatsu HD785-7,нет комментария,нет комментария
907,907,Самосвал карьерный HD785-7 №1613,100000008670,Самосвал HD785-7 №1613,Замена,APP1,1100359577,Замена колеса,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-07-14,2022-07-27,7,7,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1613,03-CTT-KD05,1213011220.0,E01_01,Самосвалы карьерные,100000008670,Самосвал карьерный HD785-7 №1613,E01_01,Самосвалы карьерные,Самосвал №1613,03-CTT-K787,first03-CTT-KD05,first03,03,CTT,03-CTT,KD05,-,KD05,no_data,no_data,Полюс Вернинское,4328,Самосвалы Komatsu HD785-7,нет комментария,нет комментария
908,908,Самосвал карьерный HD785-7 №1613,100000008670,Самосвал HD785-7 №1613,Замена,APP1,1100359576,Замена кузова,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-07-14,2022-07-27,7,7,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1613,03-CTT-KD05,1213011220.0,E01_01,Самосвалы карьерные,100000008670,Самосвал карьерный HD785-7 №1613,E01_01,Самосвалы карьерные,Самосвал №1613,03-CTT-K787,first03-CTT-KD05,first03,03,CTT,03-CTT,KD05,-,KD05,no_data,no_data,Полюс Вернинское,4328,Самосвалы Komatsu HD785-7,нет комментария,нет комментария
909,909,Самосвал карьерный HD1500-8 №1630,100000071921,Самосвал HD1500-8 №1630 МТЧ,Техническое обслуживание 2,APP1,1100364240,Техническое обслуживание 2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-14,2022-08-14,7,8,перенос в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD1500-8 №1630,03-CTT-KM10,1213011320.0,E01_01,Самосвалы карьерные,100000071921,Самосвал карьерный HD1500-8 №1630,E01_01,Самосвалы карьерные,Самосвал №1630,03-CTT-K150,first03-CTT-KM10,first03,03,CTT,03-CTT,KM10,-,KM10,no_data,no_data,Полюс Вернинское,7064,Самосвалы Komatsu HD1500-8,нет комментария,нет комментария
910,910,Самосвал карьерный HD1500-8 №1628,100000022744,Самосвал HD1500-8 №1628 МТЧ,Техническое обслуживание 1,APP1,1100360169,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-15,2022-07-15,7,7,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD1500-8 №1628,03-CTT-KM08,1213011320.0,E01_01,Самосвалы карьерные,100000022744,Самосвал карьерный HD1500-8 №1628,E01_01,Самосвалы карьерные,Самосвал №1628,03-CTT-K150,first03-CTT-KM08,first03,03,CTT,03-CTT,KM08,-,KM08,no_data,no_data,Полюс Вернинское,7064,Самосвалы Komatsu HD1500-8,нет комментария,нет комментария
911,911,ЭД пост тока Д-12,100000009371,(ТО) Д-12,Техническое обслуживание,APP1,1100359141,(ТО) Д-12,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-15,2022-07-15,7,7,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД пост тока Д-12,03-RUD-EKSK-OOBR-EX03,1212011220.0,E32_03,Двигатели постоянного тока,100000009137,Экскаватор электрический ЭКГ-10 №1208,E03_02,Экскаваторы электрич,Экскаватор №1208,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX03,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,9327,Экскаваторы,нет комментария,нет комментария
912,912,Самосвал карьерный HD1500-8 №1628,100000022744,ТР Самосвал HD1500-8 №1628,Текущий ремонт,APP1,1100381360,ТР Самосвал HD1500-8 №1628,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-07-15,2022-07-15,7,7,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD1500-8 №1628,03-CTT-KM08,1213011320.0,E01_01,Самосвалы карьерные,100000022744,Самосвал карьерный HD1500-8 №1628,E01_01,Самосвалы карьерные,Самосвал №1628,03-CTT-K150,first03-CTT-KM08,first03,03,CTT,03-CTT,KM08,-,KM08,no_data,no_data,Полюс Вернинское,7064,Самосвалы Komatsu HD1500-8,нет комментария,нет комментария
913,913,Экскаватор электрический ЭКГ-10 №1208,100000009137,Экскаватор ЭКГ-10 №1208 МТЧ,Техническое обслуживание 1,APP1,1100354053,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-17,2022-07-22,7,7,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Экскаватор электрический ЭКГ-10 №1208,03-RUD-EKSK-OOBR-EX03,1212011220.0,E03_02,Экскаваторы электрические,100000009137,Экскаватор электрический ЭКГ-10 №1208,E03_02,Экскаваторы электрич,Экскаватор №1208,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX03,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,9327,Экскаваторы,нет комментария,нет комментария
914,914,Экскаватор электрический ЭКГ-10 №1207,100000009136,Экскаватор ЭКГ-10 №1207 МТЧ,Техническое обслуживание 1,APP1,1100354804,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-17,2022-07-13,7,7,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Экскаватор электрический ЭКГ-10 №1207,03-RUD-EKSK-OOBR-EX02,1212011220.0,E03_02,Экскаваторы электрические,100000009136,Экскаватор электрический ЭКГ-10 №1207,E03_02,Экскаваторы электрич,Экскаватор №1207,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX02,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,9327,Экскаваторы,нет комментария,нет комментария
915,915,Самосвал карьерный БЕЛАЗ-7547 №2442,100000068228,(ТО) БелАЗ 7451 СЛ №2,Техническое обслуживание 2,APP1,1100368874,(ТО2) БелАЗ 7451 СЛ №2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-18,2022-07-18,7,7,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный БЕЛАЗ-7547 №2442,03-KON-OBSL-OB03,1245112123.0,E01_01,Самосвалы карьерные,100000068228,Самосвал карьерный БЕЛАЗ-7547 №2442,E01_01,Самосвалы карьерные,БелАЗ-7547 №2442,03-KON-OBSL-PBEL,first03-KON-OBSL-OB03,first03,03,KON,03-KON,OBSL,-,OBSL,OB03,no_data,Полюс Вернинское,8165,Самосвалы БелАЗ-7547,нет комментария,нет комментария
916,916,Самосвал карьерный HD785-7 №1611,100000008668,Самосвал HD785-7 №1611 МТЧ,Капитальный ремонт,APP1,1100359429,КР подвески передней,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ КРМТ СГГС,2022-07-18,2022-07-10,7,7,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1611,03-CTT-KD03,1213011220.0,E01_01,Самосвалы карьерные,100000008668,Самосвал карьерный HD785-7 №1611,E01_01,Самосвалы карьерные,Самосвал №1611,03-CTT-K787,first03-CTT-KD03,first03,03,CTT,03-CTT,KD03,-,KD03,no_data,no_data,Полюс Вернинское,4328,Самосвалы Komatsu HD785-7,нет комментария,нет комментария
917,917,Самосвал карьерный HD785-7 №1611,100000008668,Самосвал HD785-7 №1611 МТЧ,Техническое обслуживание 4,APP1,1100359463,Техническое обслуживание 4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-18,2022-07-10,7,7,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1611,03-CTT-KD03,1213011220.0,E01_01,Самосвалы карьерные,100000008668,Самосвал карьерный HD785-7 №1611,E01_01,Самосвалы карьерные,Самосвал №1611,03-CTT-K787,first03-CTT-KD03,first03,03,CTT,03-CTT,KD03,-,KD03,no_data,no_data,Полюс Вернинское,4328,Самосвалы Komatsu HD785-7,нет комментария,нет комментария
918,918,Самосвал карьерный HD785-7 №1611,100000008668,Самосвал HD785-7 №1611 МТЧ,Текущий ремонт,APP1,1100359428,ТР подвески задней,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-07-18,2022-07-10,7,7,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1611,03-CTT-KD03,1213011220.0,E01_01,Самосвалы карьерные,100000008668,Самосвал карьерный HD785-7 №1611,E01_01,Самосвалы карьерные,Самосвал №1611,03-CTT-K787,first03-CTT-KD03,first03,03,CTT,03-CTT,KD03,-,KD03,no_data,no_data,Полюс Вернинское,4328,Самосвалы Komatsu HD785-7,нет комментария,нет комментария
919,919,ЭД асинх  YJ13L3,100000025391,ТО YJ13L3 К 047,Техническое обслуживание,APP1,1100358728,ТО Хода №1;  YJ13L3 К 047,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-07-19,2022-07-19,7,7,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД асинх  YJ13L3,03-RUD-EKSK-OOBR-EX04,1212011520.0,E32_01,Двигатели асинхронные,100000007087,Экскаватор электрический WK-20 №1220,E03_02,Экскаваторы электрич,Экскаватор №1220,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX04,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,9327,Экскаваторы,нет комментария,нет комментария
920,920,ЭД асинх  YJ13L3,100000025392,ТО Хода №2;  YJ13L3 К 047,Техническое обслуживание,APP1,1100358706,ТО Хода №2;  YJ13L3 К 047,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-07-19,2022-07-19,7,7,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД асинх  YJ13L3,03-RUD-EKSK-OOBR-EX04,1212011520.0,E32_01,Двигатели асинхронные,100000007087,Экскаватор электрический WK-20 №1220,E03_02,Экскаваторы электрич,Экскаватор №1220,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX04,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,9327,Экскаваторы,нет комментария,нет комментария
921,921,Самосвал карьерный HD785-7 №1611,100000008668,ТР Самосвал HD785-7 №1611,Текущий ремонт,APP1,1100380631,ТР Самосвал HD785-7 №1611,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-07-19,2022-07-11,7,7,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1611,03-CTT-KD03,1213011220.0,E01_01,Самосвалы карьерные,100000008668,Самосвал карьерный HD785-7 №1611,E01_01,Самосвалы карьерные,Самосвал №1611,03-CTT-K787,first03-CTT-KD03,first03,03,CTT,03-CTT,KD03,-,KD03,no_data,no_data,Полюс Вернинское,4328,Самосвалы Komatsu HD785-7,нет комментария,нет комментария
922,922,Самосвал карьерный БЕЛАЗ-7547 №2446,100000068232,ТР БелАЗ 7547 №6 СЛ,Текущий ремонт,APP1,1100368855,ТР БелАЗ 7547 №6 СЛ,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-07-20,2022-07-20,7,7,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный БЕЛАЗ-7547 №2446,03-KON-OBSL-OB07,1245112123.0,E01_01,Самосвалы карьерные,100000068232,Самосвал карьерный БЕЛАЗ-7547 №2446,E01_01,Самосвалы карьерные,БелАЗ-7547 №2446,03-KON-OBSL-PBEL,first03-KON-OBSL-OB07,first03,03,KON,03-KON,OBSL,-,OBSL,OB07,no_data,Полюс Вернинское,8165,Самосвалы БелАЗ-7547,нет комментария,нет комментария
923,923,Самосвал карьерный HD785-7 №1609,100000008666,ТР Самосвал HD785-7 №1609,Текущий ремонт,APP1,1100381406,ТР Самосвал HD785-7 №1609,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-07-20,2022-07-20,7,7,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1609,03-CTT-KD01,1213011220.0,E01_01,Самосвалы карьерные,100000008666,Самосвал карьерный HD785-7 №1609,E01_01,Самосвалы карьерные,Самосвал №1609,03-CTT-K787,first03-CTT-KD01,first03,03,CTT,03-CTT,KD01,-,KD01,no_data,no_data,Полюс Вернинское,4328,Самосвалы Komatsu HD785-7,нет комментария,нет комментария
924,924,Самосвал карьерный HD785-7 №1609,100000008666,Самосвал HD785-7 №1609,Техническое обслуживание 3,APP1,1100359081,Техническое обслуживание 3,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-20,2022-07-20,7,7,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1609,03-CTT-KD01,1213011220.0,E01_01,Самосвалы карьерные,100000008666,Самосвал карьерный HD785-7 №1609,E01_01,Самосвалы карьерные,Самосвал №1609,03-CTT-K787,first03-CTT-KD01,first03,03,CTT,03-CTT,KD01,-,KD01,no_data,no_data,Полюс Вернинское,4328,Самосвалы Komatsu HD785-7,нет комментария,нет комментария
925,925,Самосвал карьерный БЕЛАЗ-7547 №2446,100000068232,ТО БелАЗ 7451 СЛ №6,Техническое обслуживание 1,APP1,1100368798,ТО-1 БелАЗ 7451 СЛ №6,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-20,2022-07-20,7,7,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный БЕЛАЗ-7547 №2446,03-KON-OBSL-OB07,1245112123.0,E01_01,Самосвалы карьерные,100000068232,Самосвал карьерный БЕЛАЗ-7547 №2446,E01_01,Самосвалы карьерные,БелАЗ-7547 №2446,03-KON-OBSL-PBEL,first03-KON-OBSL-OB07,first03,03,KON,03-KON,OBSL,-,OBSL,OB07,no_data,Полюс Вернинское,8165,Самосвалы БелАЗ-7547,нет комментария,нет комментария
926,926,Самосвал карьерный БЕЛАЗ-7547 №2444,100000068230,ТО БелАЗ 7451 СЛ №4,Техническое обслуживание 2,APP1,1100368934,ТО-2 БелАЗ 7451 СЛ №4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-21,2022-07-21,7,7,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный БЕЛАЗ-7547 №2444,03-KON-OBSL-OB05,1245112123.0,E01_01,Самосвалы карьерные,100000068230,Самосвал карьерный БЕЛАЗ-7547 №2444,E01_01,Самосвалы карьерные,БелАЗ-7547 №2444,03-KON-OBSL-PBEL,first03-KON-OBSL-OB05,first03,03,KON,03-KON,OBSL,-,OBSL,OB05,no_data,Полюс Вернинское,8165,Самосвалы БелАЗ-7547,нет комментария,нет комментария
927,927,Самосвал карьерный HD1500-8 №1621,100000006408,ТР Самосвал HD1500-8 №1621,Текущий ремонт,APP1,1100381264,ТР Самосвал HD1500-8 №1621,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-07-21,2022-08-04,7,8,перенос в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD1500-8 №1621,03-CTT-KM01,1213011320.0,E01_01,Самосвалы карьерные,100000006408,Самосвал карьерный HD1500-8 №1621,E01_01,Самосвалы карьерные,Самосвал №1621,03-CTT-K150,first03-CTT-KM01,first03,03,CTT,03-CTT,KM01,-,KM01,no_data,no_data,Полюс Вернинское,7064,Самосвалы Komatsu HD1500-8,нет комментария,нет комментария
928,928,Самосвал карьерный HD1500-8 №1621,100000006408,Самосвал HD1500-8 №1621 МТЧ,Техническое обслуживание 3,APP1,1100360318,Техническое обслуживание 3,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  ТРКБ МТРЦ ТКБЕ ПЛАН,2022-07-21,2022-08-04,7,8,перенос в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD1500-8 №1621,03-CTT-KM01,1213011320.0,E01_01,Самосвалы карьерные,100000006408,Самосвал карьерный HD1500-8 №1621,E01_01,Самосвалы карьерные,Самосвал №1621,03-CTT-K150,first03-CTT-KM01,first03,03,CTT,03-CTT,KM01,-,KM01,no_data,no_data,Полюс Вернинское,7064,Самосвалы Komatsu HD1500-8,нет комментария,нет комментария
929,929,ЭД асинх YJ142A,100000025403,(ТО) YJ142A,Техническое обслуживание,APP1,1100359622,(ТО) YJ142A,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-07-23,2022-07-23,7,7,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД асинх YJ142A,03-RUD-EKSK-OOBR-EX04,1212011520.0,E32_01,Двигатели асинхронные,100000007087,Экскаватор электрический WK-20 №1220,E03_02,Экскаваторы электрич,Экскаватор №1220,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX04,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,9327,Экскаваторы,нет комментария,нет комментария
930,930,ЭД асинх YJ13L4,100000025393,(ТО) YJ13L4,Техническое обслуживание,APP1,1100359640,(ТО) YJ13L4,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-07-23,2022-07-23,7,7,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД асинх YJ13L4,03-RUD-EKSK-OOBR-EX04,1212011520.0,E32_01,Двигатели асинхронные,100000007087,Экскаватор электрический WK-20 №1220,E03_02,Экскаваторы электрич,Экскаватор №1220,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX04,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,9327,Экскаваторы,нет комментария,нет комментария
931,931,ЭД асинх YJ80A1,100000025407,(ТО)YJ80A1,Техническое обслуживание,APP1,1100359585,(ТО)YJ80A1,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-07-23,2022-07-23,7,7,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД асинх YJ80A1,03-RUD-EKSK-OOBR-EX04,1212011520.0,E32_01,Двигатели асинхронные,100000007087,Экскаватор электрический WK-20 №1220,E03_02,Экскаваторы электрич,Экскаватор №1220,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX04,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,9327,Экскаваторы,нет комментария,нет комментария
932,932,Самосвал карьерный HD1500-8 №1624,100000021344,Самосвал HD1500-8 №1624 МТЧ,Техническое обслуживание 1,APP1,1100360734,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-23,2022-07-23,7,7,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD1500-8 №1624,03-CTT-KM04,1213011320.0,E01_01,Самосвалы карьерные,100000021344,Самосвал карьерный HD1500-8 №1624,E01_01,Самосвалы карьерные,Самосвал №1624,03-CTT-K150,first03-CTT-KM04,first03,03,CTT,03-CTT,KM04,-,KM04,no_data,no_data,Полюс Вернинское,7064,Самосвалы Komatsu HD1500-8,нет комментария,нет комментария
