maintanance_job_code,eo_code,maintanance_category_id,maintanance_name,maint_interval,downtime,man_hours,tr_service_interval
100000084396_30,100000084396,to250,ТО1-250,10250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,10250.0,1.2,1.8,
100000065514_15,100000065514,tr1,ТР,10250.0,7.0,8.0,10250.0
100000084396_39,100000084396,tr1,ТР,10250.0,7.0,8.0,10250.0
sl_730_1_57,sl_730_1,tr1,ТР,10250.0,7.0,8.0,10250.0
100000008673_9,100000008673,tr,ТР,10250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,10250.0,20.0,30.0,
100000008673_2,100000008673,to500,ТО-500,10500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,10500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,10500.0,5.0,7.5,
100000065514_15,100000065514,tr1,ТР,10500.0,7.0,8.0,10500.0
100000084396_39,100000084396,tr1,ТР,10500.0,7.0,8.0,10500.0
sl_730_1_57,sl_730_1,tr1,ТР,10500.0,7.0,8.0,10500.0
100000084396_33,100000084396,to1500,ТО4-1500,10500.0,13.0,19.5,
sl_730_1_51,sl_730_1,to1500,ТО4-1500,10500.0,13.0,19.5,
100000008673_9,100000008673,tr,ТР,10500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,10500.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,10750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,10750.0,1.2,1.8,
100000065514_15,100000065514,tr1,ТР,10750.0,7.0,8.0,10750.0
100000084396_39,100000084396,tr1,ТР,10750.0,7.0,8.0,10750.0
sl_730_1_57,sl_730_1,tr1,ТР,10750.0,7.0,8.0,10750.0
100000008673_9,100000008673,tr,ТР,10750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,10750.0,20.0,30.0,
100000008673_3,100000008673,to1000,ТО-1000,11000.0,5.5,8.25,
100000062379_3,100000062379,to1000,ТО-1000,11000.0,5.5,8.25,
100000065514_21,100000065514,to1000,ТО-1000,11000.0,6.6,9.9,
100000065514_15,100000065514,tr1,ТР,11000.0,7.0,8.0,11000.0
100000084396_39,100000084396,tr1,ТР,11000.0,7.0,8.0,11000.0
sl_730_1_57,sl_730_1,tr1,ТР,11000.0,7.0,8.0,11000.0
100000084396_32,100000084396,to1000,ТО3-1000,11000.0,12.0,18.0,
sl_730_1_50,sl_730_1,to1000,ТО3-1000,11000.0,12.0,18.0,
100000008673_9,100000008673,tr,ТР,11000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,11000.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,11250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,11250.0,1.2,1.8,
100000065514_16,100000065514,tr2,ТР,11250.0,12.0,15.0,11250.0
100000084396_40,100000084396,tr2,ТР,11250.0,12.0,15.0,11250.0
sl_730_1_58,sl_730_1,tr2,ТР,11250.0,12.0,15.0,11250.0
100000008673_9,100000008673,tr,ТР,11250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,11250.0,20.0,30.0,
100000008673_2,100000008673,to500,ТО-500,11500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,11500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,11500.0,5.0,7.5,
100000084396_31,100000084396,to500,ТО2-500,11500.0,11.0,16.5,
sl_730_1_49,sl_730_1,to500,ТО2-500,11500.0,11.0,16.5,
100000065514_16,100000065514,tr2,ТР,11500.0,12.0,15.0,11500.0
100000084396_40,100000084396,tr2,ТР,11500.0,12.0,15.0,11500.0
sl_730_1_58,sl_730_1,tr2,ТР,11500.0,12.0,15.0,11500.0
100000008673_9,100000008673,tr,ТР,11500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,11500.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,11750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,11750.0,1.2,1.8,
100000065514_16,100000065514,tr2,ТР,11750.0,12.0,15.0,11750.0
100000084396_40,100000084396,tr2,ТР,11750.0,12.0,15.0,11750.0
sl_730_1_58,sl_730_1,tr2,ТР,11750.0,12.0,15.0,11750.0
100000008673_9,100000008673,tr,ТР,11750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,11750.0,20.0,30.0,
100000008673_8,100000008673,to_suppl_systems,ТО доп систем,12000.0,10.0,15.0,
100000008673_10,100000008673,tr_suppl_systems,Трдоп.сист.,12000.0,10.0,15.0,
100000062379_8,100000062379,to_suppl_systems,ТО доп систем,12000.0,10.0,15.0,
100000062379_10,100000062379,tr_suppl_systems,Трдоп.сист.,12000.0,10.0,15.0,
100000065514_16,100000065514,tr2,ТР,12000.0,12.0,15.0,12000.0
100000084396_44,100000084396,lining_partitial,СВч (частичная футеровка),12000.0,12.0,18.0,
100000084396_40,100000084396,tr2,ТР,12000.0,12.0,15.0,12000.0
sl_730_1_62,sl_730_1,lining_partitial,СВч (частичная футеровка),12000.0,12.0,18.0,
sl_730_1_58,sl_730_1,tr2,ТР,12000.0,12.0,15.0,12000.0
100000084396_33,100000084396,to1500,ТО4-1500,12000.0,13.0,19.5,
sl_730_1_51,sl_730_1,to1500,ТО4-1500,12000.0,13.0,19.5,
100000008673_7,100000008673,to12000,ТО-12000,12000.0,13.9,20.85,
100000062379_7,100000062379,to12000,ТО-12000,12000.0,13.9,20.85,
100000065514_25,100000065514,to12000,ТО-12000,12000.0,17.8,26.7,
100000084396_36,100000084396,to4000,ТО7-4000,12000.0,19.5,29.25,
sl_730_1_54,sl_730_1,to4000,ТО7-4000,12000.0,19.5,29.25,
100000008673_9,100000008673,tr,ТР,12000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,12000.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,12250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,12250.0,1.2,1.8,
100000065514_16,100000065514,tr2,ТР,12250.0,12.0,15.0,12250.0
100000084396_40,100000084396,tr2,ТР,12250.0,12.0,15.0,12250.0
sl_730_1_58,sl_730_1,tr2,ТР,12250.0,12.0,15.0,12250.0
100000008673_9,100000008673,tr,ТР,12250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,12250.0,20.0,30.0,
100000008673_2,100000008673,to500,ТО-500,12500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,12500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,12500.0,5.0,7.5,
100000065514_16,100000065514,tr2,ТР,12500.0,12.0,15.0,12500.0
100000084396_40,100000084396,tr2,ТР,12500.0,12.0,15.0,12500.0
sl_730_1_58,sl_730_1,tr2,ТР,12500.0,12.0,15.0,12500.0
100000084396_35,100000084396,to2500,ТО6-2500,12500.0,19.0,28.5,
sl_730_1_53,sl_730_1,to2500,ТО6-2500,12500.0,19.0,28.5,
100000008673_9,100000008673,tr,ТР,12500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,12500.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,12750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,12750.0,1.2,1.8,
100000065514_16,100000065514,tr2,ТР,12750.0,12.0,15.0,12750.0
100000084396_40,100000084396,tr2,ТР,12750.0,12.0,15.0,12750.0
sl_730_1_58,sl_730_1,tr2,ТР,12750.0,12.0,15.0,12750.0
100000008673_9,100000008673,tr,ТР,12750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,12750.0,20.0,30.0,
100000008673_3,100000008673,to1000,ТО-1000,13000.0,5.5,8.25,
100000062379_3,100000062379,to1000,ТО-1000,13000.0,5.5,8.25,
100000065514_21,100000065514,to1000,ТО-1000,13000.0,6.6,9.9,
100000065514_16,100000065514,tr2,ТР,13000.0,12.0,15.0,13000.0
100000084396_32,100000084396,to1000,ТО3-1000,13000.0,12.0,18.0,
100000084396_40,100000084396,tr2,ТР,13000.0,12.0,15.0,13000.0
sl_730_1_50,sl_730_1,to1000,ТО3-1000,13000.0,12.0,18.0,
sl_730_1_58,sl_730_1,tr2,ТР,13000.0,12.0,15.0,13000.0
100000008673_9,100000008673,tr,ТР,13000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,13000.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,13250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,13250.0,1.2,1.8,
100000065514_16,100000065514,tr2,ТР,13250.0,12.0,15.0,13250.0
100000084396_40,100000084396,tr2,ТР,13250.0,12.0,15.0,13250.0
sl_730_1_58,sl_730_1,tr2,ТР,13250.0,12.0,15.0,13250.0
100000008673_9,100000008673,tr,ТР,13250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,13250.0,20.0,30.0,
100000008673_2,100000008673,to500,ТО-500,13500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,13500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,13500.0,5.0,7.5,
100000065514_16,100000065514,tr2,ТР,13500.0,12.0,15.0,13500.0
100000084396_40,100000084396,tr2,ТР,13500.0,12.0,15.0,13500.0
sl_730_1_58,sl_730_1,tr2,ТР,13500.0,12.0,15.0,13500.0
100000084396_33,100000084396,to1500,ТО4-1500,13500.0,13.0,19.5,
sl_730_1_51,sl_730_1,to1500,ТО4-1500,13500.0,13.0,19.5,
100000008673_9,100000008673,tr,ТР,13500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,13500.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,13750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,13750.0,1.2,1.8,
100000065514_16,100000065514,tr2,ТР,13750.0,12.0,15.0,13750.0
100000084396_40,100000084396,tr2,ТР,13750.0,12.0,15.0,13750.0
sl_730_1_58,sl_730_1,tr2,ТР,13750.0,12.0,15.0,13750.0
100000008673_9,100000008673,tr,ТР,13750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,13750.0,20.0,30.0,
100000008673_4,100000008673,to2000,ТО-2000,14000.0,7.7,11.55,
100000062379_4,100000062379,to2000,ТО-2000,14000.0,7.7,11.55,
100000065514_22,100000065514,to2000,ТО-2000,14000.0,9.4,14.1,
100000065514_16,100000065514,tr2,ТР,14000.0,12.0,15.0,14000.0
100000084396_44,100000084396,lining_partitial,СВч (частичная футеровка),14000.0,12.0,18.0,
100000084396_40,100000084396,tr2,ТР,14000.0,12.0,15.0,14000.0
sl_730_1_62,sl_730_1,lining_partitial,СВч (частичная футеровка),14000.0,12.0,18.0,
sl_730_1_58,sl_730_1,tr2,ТР,14000.0,12.0,15.0,14000.0
100000084396_34,100000084396,to2000,ТО5-2000,14000.0,14.0,21.0,
sl_730_1_52,sl_730_1,to2000,ТО5-2000,14000.0,14.0,21.0,
100000008673_9,100000008673,tr,ТР,14000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,14000.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,14250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,14250.0,1.2,1.8,
100000065514_16,100000065514,tr2,ТР,14250.0,12.0,15.0,14250.0
100000084396_40,100000084396,tr2,ТР,14250.0,12.0,15.0,14250.0
sl_730_1_58,sl_730_1,tr2,ТР,14250.0,12.0,15.0,14250.0
100000008673_9,100000008673,tr,ТР,14250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,14250.0,20.0,30.0,
100000008673_2,100000008673,to500,ТО-500,14500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,14500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,14500.0,5.0,7.5,
100000084396_31,100000084396,to500,ТО2-500,14500.0,11.0,16.5,
sl_730_1_49,sl_730_1,to500,ТО2-500,14500.0,11.0,16.5,
100000065514_16,100000065514,tr2,ТР,14500.0,12.0,15.0,14500.0
100000084396_40,100000084396,tr2,ТР,14500.0,12.0,15.0,14500.0
sl_730_1_58,sl_730_1,tr2,ТР,14500.0,12.0,15.0,14500.0
100000008673_9,100000008673,tr,ТР,14500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,14500.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,14750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,14750.0,1.2,1.8,
100000065514_16,100000065514,tr2,ТР,14750.0,12.0,15.0,14750.0
100000084396_40,100000084396,tr2,ТР,14750.0,12.0,15.0,14750.0
sl_730_1_58,sl_730_1,tr2,ТР,14750.0,12.0,15.0,14750.0
100000008673_9,100000008673,tr,ТР,14750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,14750.0,20.0,30.0,
100000008673_3,100000008673,to1000,ТО-1000,15000.0,5.5,8.25,
100000062379_3,100000062379,to1000,ТО-1000,15000.0,5.5,8.25,
100000065514_21,100000065514,to1000,ТО-1000,15000.0,6.6,9.9,
100000065514_16,100000065514,tr2,ТР,15000.0,12.0,15.0,15000.0
100000084396_40,100000084396,tr2,ТР,15000.0,12.0,15.0,15000.0
sl_730_1_58,sl_730_1,tr2,ТР,15000.0,12.0,15.0,15000.0
100000084396_33,100000084396,to1500,ТО4-1500,15000.0,13.0,19.5,
sl_730_1_51,sl_730_1,to1500,ТО4-1500,15000.0,13.0,19.5,
100000008673_9,100000008673,tr,ТР,15000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,15000.0,20.0,30.0,
100000084396_37,100000084396,to5000,ТО8-5000,15000.0,20.0,30.0,
sl_730_1_55,sl_730_1,to5000,ТО8-5000,15000.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,15250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,15250.0,1.2,1.8,
100000065514_16,100000065514,tr2,ТР,15250.0,12.0,15.0,15250.0
100000084396_40,100000084396,tr2,ТР,15250.0,12.0,15.0,15250.0
sl_730_1_58,sl_730_1,tr2,ТР,15250.0,12.0,15.0,15250.0
100000008673_9,100000008673,tr,ТР,15250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,15250.0,20.0,30.0,
100000008673_2,100000008673,to500,ТО-500,15500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,15500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,15500.0,5.0,7.5,
100000084396_31,100000084396,to500,ТО2-500,15500.0,11.0,16.5,
sl_730_1_49,sl_730_1,to500,ТО2-500,15500.0,11.0,16.5,
100000065514_16,100000065514,tr2,ТР,15500.0,12.0,15.0,15500.0
100000084396_40,100000084396,tr2,ТР,15500.0,12.0,15.0,15500.0
sl_730_1_58,sl_730_1,tr2,ТР,15500.0,12.0,15.0,15500.0
100000008673_9,100000008673,tr,ТР,15500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,15500.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,15750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,15750.0,1.2,1.8,
100000065514_16,100000065514,tr2,ТР,15750.0,12.0,15.0,15750.0
100000084396_40,100000084396,tr2,ТР,15750.0,12.0,15.0,15750.0
sl_730_1_58,sl_730_1,tr2,ТР,15750.0,12.0,15.0,15750.0
100000008673_9,100000008673,tr,ТР,15750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,15750.0,20.0,30.0,
100000008673_8,100000008673,to_suppl_systems,ТО доп систем,16000.0,10.0,15.0,
100000008673_10,100000008673,tr_suppl_systems,Трдоп.сист.,16000.0,10.0,15.0,
100000062379_8,100000062379,to_suppl_systems,ТО доп систем,16000.0,10.0,15.0,
100000062379_10,100000062379,tr_suppl_systems,Трдоп.сист.,16000.0,10.0,15.0,
100000065514_16,100000065514,tr2,ТР,16000.0,12.0,15.0,16000.0
100000084396_44,100000084396,lining_partitial,СВч (частичная футеровка),16000.0,12.0,18.0,
100000084396_40,100000084396,tr2,ТР,16000.0,12.0,15.0,16000.0
sl_730_1_62,sl_730_1,lining_partitial,СВч (частичная футеровка),16000.0,12.0,18.0,
sl_730_1_58,sl_730_1,tr2,ТР,16000.0,12.0,15.0,16000.0
100000008673_5,100000008673,to4000,ТО-4000,16000.0,12.9,19.35,
100000062379_5,100000062379,to4000,ТО-4000,16000.0,12.9,19.35,
100000065514_23,100000065514,to4000,ТО-4000,16000.0,16.8,25.2,
100000008673_9,100000008673,tr,ТР,16000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,16000.0,20.0,30.0,
100000084396_38,100000084396,to8000,ТО9-8000,16000.0,23.0,34.5,
sl_730_1_56,sl_730_1,to8000,ТО9-8000,16000.0,23.0,34.5,
100000084396_30,100000084396,to250,ТО1-250,16250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,16250.0,1.2,1.8,
100000065514_16,100000065514,tr2,ТР,16250.0,12.0,15.0,16250.0
100000084396_40,100000084396,tr2,ТР,16250.0,12.0,15.0,16250.0
sl_730_1_58,sl_730_1,tr2,ТР,16250.0,12.0,15.0,16250.0
100000008673_9,100000008673,tr,ТР,16250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,16250.0,20.0,30.0,
100000008673_2,100000008673,to500,ТО-500,16500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,16500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,16500.0,5.0,7.5,
100000065514_16,100000065514,tr2,ТР,16500.0,12.0,15.0,16500.0
100000084396_40,100000084396,tr2,ТР,16500.0,12.0,15.0,16500.0
sl_730_1_58,sl_730_1,tr2,ТР,16500.0,12.0,15.0,16500.0
100000084396_33,100000084396,to1500,ТО4-1500,16500.0,13.0,19.5,
sl_730_1_51,sl_730_1,to1500,ТО4-1500,16500.0,13.0,19.5,
100000008673_9,100000008673,tr,ТР,16500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,16500.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,16750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,16750.0,1.2,1.8,
100000065514_16,100000065514,tr2,ТР,16750.0,12.0,15.0,16750.0
100000084396_40,100000084396,tr2,ТР,16750.0,12.0,15.0,16750.0
sl_730_1_58,sl_730_1,tr2,ТР,16750.0,12.0,15.0,16750.0
100000008673_9,100000008673,tr,ТР,16750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,16750.0,20.0,30.0,
100000008673_3,100000008673,to1000,ТО-1000,17000.0,5.5,8.25,
100000062379_3,100000062379,to1000,ТО-1000,17000.0,5.5,8.25,
100000065514_21,100000065514,to1000,ТО-1000,17000.0,6.6,9.9,
100000065514_16,100000065514,tr2,ТР,17000.0,12.0,15.0,17000.0
100000084396_32,100000084396,to1000,ТО3-1000,17000.0,12.0,18.0,
100000084396_40,100000084396,tr2,ТР,17000.0,12.0,15.0,17000.0
sl_730_1_50,sl_730_1,to1000,ТО3-1000,17000.0,12.0,18.0,
sl_730_1_58,sl_730_1,tr2,ТР,17000.0,12.0,15.0,17000.0
100000008673_9,100000008673,tr,ТР,17000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,17000.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,17250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,17250.0,1.2,1.8,
100000065514_16,100000065514,tr2,ТР,17250.0,12.0,15.0,17250.0
100000084396_40,100000084396,tr2,ТР,17250.0,12.0,15.0,17250.0
sl_730_1_58,sl_730_1,tr2,ТР,17250.0,12.0,15.0,17250.0
100000008673_9,100000008673,tr,ТР,17250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,17250.0,20.0,30.0,
100000008673_2,100000008673,to500,ТО-500,17500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,17500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,17500.0,5.0,7.5,
100000065514_16,100000065514,tr2,ТР,17500.0,12.0,15.0,17500.0
100000084396_40,100000084396,tr2,ТР,17500.0,12.0,15.0,17500.0
sl_730_1_58,sl_730_1,tr2,ТР,17500.0,12.0,15.0,17500.0
100000084396_35,100000084396,to2500,ТО6-2500,17500.0,19.0,28.5,
sl_730_1_53,sl_730_1,to2500,ТО6-2500,17500.0,19.0,28.5,
100000008673_9,100000008673,tr,ТР,17500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,17500.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,17750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,17750.0,1.2,1.8,
100000065514_16,100000065514,tr2,ТР,17750.0,12.0,15.0,17750.0
100000084396_40,100000084396,tr2,ТР,17750.0,12.0,15.0,17750.0
sl_730_1_58,sl_730_1,tr2,ТР,17750.0,12.0,15.0,17750.0
100000008673_9,100000008673,tr,ТР,17750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,17750.0,20.0,30.0,
100000008673_6,100000008673,to6000,ТО-6000,18000.0,8.8,13.2,
100000062379_6,100000062379,to6000,ТО-6000,18000.0,8.8,13.2,
100000065514_24,100000065514,to6000,ТО-6000,18000.0,10.9,16.35,
100000065514_16,100000065514,tr2,ТР,18000.0,12.0,15.0,18000.0
100000084396_44,100000084396,lining_partitial,СВч (частичная футеровка),18000.0,12.0,18.0,
100000084396_40,100000084396,tr2,ТР,18000.0,12.0,15.0,18000.0
sl_730_1_62,sl_730_1,lining_partitial,СВч (частичная футеровка),18000.0,12.0,18.0,
sl_730_1_58,sl_730_1,tr2,ТР,18000.0,12.0,15.0,18000.0
100000084396_33,100000084396,to1500,ТО4-1500,18000.0,13.0,19.5,
sl_730_1_51,sl_730_1,to1500,ТО4-1500,18000.0,13.0,19.5,
100000084396_34,100000084396,to2000,ТО5-2000,18000.0,14.0,21.0,
sl_730_1_52,sl_730_1,to2000,ТО5-2000,18000.0,14.0,21.0,
100000008673_9,100000008673,tr,ТР,18000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,18000.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,18250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,18250.0,1.2,1.8,
100000065514_16,100000065514,tr2,ТР,18250.0,12.0,15.0,18250.0
100000084396_40,100000084396,tr2,ТР,18250.0,12.0,15.0,18250.0
sl_730_1_58,sl_730_1,tr2,ТР,18250.0,12.0,15.0,18250.0
100000008673_9,100000008673,tr,ТР,18250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,18250.0,20.0,30.0,
100000008673_2,100000008673,to500,ТО-500,18500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,18500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,18500.0,5.0,7.5,
100000084396_31,100000084396,to500,ТО2-500,18500.0,11.0,16.5,
sl_730_1_49,sl_730_1,to500,ТО2-500,18500.0,11.0,16.5,
100000065514_16,100000065514,tr2,ТР,18500.0,12.0,15.0,18500.0
100000084396_40,100000084396,tr2,ТР,18500.0,12.0,15.0,18500.0
sl_730_1_58,sl_730_1,tr2,ТР,18500.0,12.0,15.0,18500.0
100000008673_9,100000008673,tr,ТР,18500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,18500.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,18750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,18750.0,1.2,1.8,
100000065514_16,100000065514,tr2,ТР,18750.0,12.0,15.0,18750.0
100000084396_40,100000084396,tr2,ТР,18750.0,12.0,15.0,18750.0
sl_730_1_58,sl_730_1,tr2,ТР,18750.0,12.0,15.0,18750.0
100000008673_9,100000008673,tr,ТР,18750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,18750.0,20.0,30.0,
100000008673_3,100000008673,to1000,ТО-1000,19000.0,5.5,8.25,
100000062379_3,100000062379,to1000,ТО-1000,19000.0,5.5,8.25,
100000065514_21,100000065514,to1000,ТО-1000,19000.0,6.6,9.9,
100000065514_16,100000065514,tr2,ТР,19000.0,12.0,15.0,19000.0
100000084396_32,100000084396,to1000,ТО3-1000,19000.0,12.0,18.0,
100000084396_40,100000084396,tr2,ТР,19000.0,12.0,15.0,19000.0
sl_730_1_50,sl_730_1,to1000,ТО3-1000,19000.0,12.0,18.0,
sl_730_1_58,sl_730_1,tr2,ТР,19000.0,12.0,15.0,19000.0
100000008673_9,100000008673,tr,ТР,19000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,19000.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,19250.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,19250.0,1.2,1.8,
100000065514_16,100000065514,tr2,ТР,19250.0,12.0,15.0,19250.0
100000084396_40,100000084396,tr2,ТР,19250.0,12.0,15.0,19250.0
sl_730_1_58,sl_730_1,tr2,ТР,19250.0,12.0,15.0,19250.0
100000008673_9,100000008673,tr,ТР,19250.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,19250.0,20.0,30.0,
100000008673_2,100000008673,to500,ТО-500,19500.0,4.5,6.75,
100000062379_2,100000062379,to500,ТО-500,19500.0,4.5,6.75,
100000065514_20,100000065514,to500,ТО-500,19500.0,5.0,7.5,
100000065514_16,100000065514,tr2,ТР,19500.0,12.0,15.0,19500.0
100000084396_40,100000084396,tr2,ТР,19500.0,12.0,15.0,19500.0
sl_730_1_58,sl_730_1,tr2,ТР,19500.0,12.0,15.0,19500.0
100000084396_33,100000084396,to1500,ТО4-1500,19500.0,13.0,19.5,
sl_730_1_51,sl_730_1,to1500,ТО4-1500,19500.0,13.0,19.5,
100000008673_9,100000008673,tr,ТР,19500.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,19500.0,20.0,30.0,
100000084396_30,100000084396,to250,ТО1-250,19750.0,1.2,1.8,
sl_730_1_48,sl_730_1,to250,ТО1-250,19750.0,1.2,1.8,
100000065514_16,100000065514,tr2,ТР,19750.0,12.0,15.0,19750.0
100000084396_40,100000084396,tr2,ТР,19750.0,12.0,15.0,19750.0
sl_730_1_58,sl_730_1,tr2,ТР,19750.0,12.0,15.0,19750.0
100000008673_9,100000008673,tr,ТР,19750.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,19750.0,20.0,30.0,
100000008673_8,100000008673,to_suppl_systems,ТО доп систем,20000.0,10.0,15.0,
100000062379_8,100000062379,to_suppl_systems,ТО доп систем,20000.0,10.0,15.0,
100000065514_16,100000065514,tr2,ТР,20000.0,12.0,15.0,20000.0
100000084396_40,100000084396,tr2,ТР,20000.0,12.0,15.0,20000.0
sl_730_1_58,sl_730_1,tr2,ТР,20000.0,12.0,15.0,20000.0
100000008673_5,100000008673,to4000,ТО-4000,20000.0,12.9,19.35,
100000062379_5,100000062379,to4000,ТО-4000,20000.0,12.9,19.35,
100000065514_23,100000065514,to4000,ТО-4000,20000.0,16.8,25.2,
100000084396_36,100000084396,to4000,ТО7-4000,20000.0,19.5,29.25,
sl_730_1_54,sl_730_1,to4000,ТО7-4000,20000.0,19.5,29.25,
100000008673_9,100000008673,tr,ТР,20000.0,20.0,30.0,
100000062379_9,100000062379,tr,ТР,20000.0,20.0,30.0,
100000084396_45,100000084396,lining_full,СВп (полная футеровка),20000.0,48.0,72.0,
sl_730_1_63,sl_730_1,lining_full,СВп (полная футеровка),20000.0,48.0,72.0,
100000008673_12,100000008673,overhaul_total,КР,20000.0,600.0,900.0,
100000062379_12,100000062379,overhaul_total,КР,20000.0,600.0,900.0,
100000065514_27,100000065514,overhaul_total,КР,20000.0,600.0,900.0,
100000084396_30,100000084396,to250,ТО1-250,20250.0,1.2,1.8,
