,Название ЕО,ЕО,ТекстПланаПредупрТОРО,Название ВРТ,ВидЗаказа,Заказ,КраткийТекст заказа,СистСтатус,ПользСтатус,ПланДатаНачала,НовДатаНачала,ПланДатаНачала_month,НовДатаНачала_month,статус переноса,planned_in_jan_and_remaining_in_jan,planned_in_jan_moved_to_somewhere,planned_in_jan_moved_to_feb,planned_in_jan_moved_to_mar,planned_in_jan_moved_to_apr,planned_in_jan_moved_to_may,planned_in_jan_moved_to_jun,planned_in_jan_moved_to_jul,planned_in_jan_moved_to_aug,planned_in_jan_moved_to_sep,planned_in_jan_moved_to_oct,planned_in_jan_moved_to_nov,planned_in_jan_moved_to_dec,eo_description,teh_mesto,mvz,eo_class_code,eo_class_description,eo_main_code,eo_main_description,eo_main_class_code,eo_main_class_description,teh_mesto_description,level_upper,code,level_1,level_1_code,level_2_code,level_2_path,level_3_code,level_5,level_6,level_7,level_8,level_1_description,Unnamed: 0,Название технического места
20,Самосвал карьерный БЕЛАЗ-7547 №2442,100000068228,(ТО) БелАЗ 7451 СЛ №2,Техническое обслуживание 3,APP1,1100368626,(ТО3) БелАЗ 7451 СЛ №2,ПДТВ ПКАЛ ПРВВ ТЗКР ДВМА ДМНП JBFI,ГОД  УТВГ УТВП МЕС  УТВМ НЕД  УТВН ГИП  ПРНТ СРОЧ МТРЦ ТКБЕ СГГС,2022-01-05,2022-01-03,1,1,без переноса в другой месяц,1,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный БЕЛАЗ-7547 №2442,03-KON-OBSL-OB03,1245112123.0,E01_01,Самосвалы карьерные,100000068228,Самосвал карьерный БЕЛАЗ-7547 №2442,E01_01,Самосвалы карьерные,БелАЗ-7547 №2442,03-KON-OBSL-PBEL,first03-KON-OBSL-OB03,first03,03,KON,03-KON,OBSL,-,OBSL,OB03,no_data,Полюс Вернинское,573,Самосвалы БелАЗ-7547
21,Самосвал карьерный HD1500-8 №1622,100000006409,ТР Самосвал HD1500-8 №1622,Текущий ремонт,APP1,1100381243,ТР Самосвал HD1500-8 №1622,ПЕЧТ ПДТВ ПКАЛ ПРВВ ТЗКР ДМНП KKMP JBFI,ГОД  УТВГ МЕС  УТВМ НЕД  УТВН ГИП  ПТОМ ПРНТ СГГС,2022-01-06,2022-01-04,1,1,без переноса в другой месяц,1,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD1500-8 №1622,03-CTT-KM02,1213011320.0,E01_01,Самосвалы карьерные,100000006409,Самосвал карьерный HD1500-8 №1622,E01_01,Самосвалы карьерные,Самосвал №1622,03-CTT-K150,first03-CTT-KM02,first03,03,CTT,03-CTT,KM02,-,KM02,no_data,no_data,Полюс Вернинское,8146,Самосвалы Komatsu HD1500-8
22,Самосвал карьерный HD1500-8 №1626,100000021466,Самосвал HD1500-8 №1626 МТЧ,Техническое обслуживание 2,APP1,1100361446,Техническое обслуживание 2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП МЕС  УТВМ НЕД  УТВН ГИП  ПТОМ СРОЧ МТРЦ ТКБЕ ПЗТГ СГГС,2022-01-06,2022-02-06,1,2,перенос в другой месяц,0,1,1,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD1500-8 №1626,03-CTT-KM06,1213011320.0,E01_01,Самосвалы карьерные,100000021466,Самосвал карьерный HD1500-8 №1626,E01_01,Самосвалы карьерные,Самосвал №1626,03-CTT-K150,first03-CTT-KM06,first03,03,CTT,03-CTT,KM06,-,KM06,no_data,no_data,Полюс Вернинское,8146,Самосвалы Komatsu HD1500-8
23,Самосвал карьерный HD1500-8 №1622,100000006409,Самосвал HD1500-8 №1622 МТЧ,Техническое обслуживание 1,APP1,1100360699,Техническое обслуживание 1,ЧПЕЧ ПДТВ ПКАЛ ПРВВ ТЗКР ДВМА ДМНП JBFI,ГОД  УТВГ УТВП МЕС  УТВМ НЕД  ГИП  ПТОМ ПРНТ МТРЦ ТКБЕ СГГС,2022-01-06,2022-01-17,1,1,без переноса в другой месяц,1,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD1500-8 №1622,03-CTT-KM02,1213011320.0,E01_01,Самосвалы карьерные,100000006409,Самосвал карьерный HD1500-8 №1622,E01_01,Самосвалы карьерные,Самосвал №1622,03-CTT-K150,first03-CTT-KM02,first03,03,CTT,03-CTT,KM02,-,KM02,no_data,no_data,Полюс Вернинское,8146,Самосвалы Komatsu HD1500-8
24,Самосвал карьерный БЕЛАЗ-7547 №2446,100000068232,ТО БелАЗ 7451 СЛ №6,Техническое обслуживание 1,APP1,1100368764,ТО-1 БелАЗ 7451 СЛ №6,ПДТВ ПКАЛ ПРВВ ТЗКР ДВМА ДМНП JBFI,ГОД  УТВГ УТВП МЕС  УТВМ НЕД  УТВН ГИП  ПРНТ МТРЦ ТКБЕ СГГС,2022-01-07,2022-01-24,1,1,без переноса в другой месяц,1,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный БЕЛАЗ-7547 №2446,03-KON-OBSL-OB07,1245112123.0,E01_01,Самосвалы карьерные,100000068232,Самосвал карьерный БЕЛАЗ-7547 №2446,E01_01,Самосвалы карьерные,БелАЗ-7547 №2446,03-KON-OBSL-PBEL,first03-KON-OBSL-OB07,first03,03,KON,03-KON,OBSL,-,OBSL,OB07,no_data,Полюс Вернинское,573,Самосвалы БелАЗ-7547
25,Самосвал карьерный БЕЛАЗ-7547 №2446,100000068232,ТО БелАЗ 7451 СЛ №6,Техническое обслуживание 1,APP1,1100368764,ТО-1 БелАЗ 7451 СЛ №6,ПДТВ ПКАЛ ПРВВ ТЗКР ДВМА ДМНП JBFI,ГОД  УТВГ УТВП МЕС  УТВМ НЕД  УТВН ГИП  ПРНТ МТРЦ ТКБЕ СГГС,2022-01-07,2022-01-24,1,1,без переноса в другой месяц,1,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный БЕЛАЗ-7547 №2446,03-KON-OBSL-OB07,1245112123.0,E01_01,Самосвалы карьерные,100000068232,Самосвал карьерный БЕЛАЗ-7547 №2446,E01_01,Самосвалы карьерные,БелАЗ-7547 №2446,03-KON-OBSL-PBEL,first03-KON-OBSL-OB07,first03,03,KON,03-KON,OBSL,-,OBSL,OB07,no_data,Полюс Вернинское,573,Самосвалы БелАЗ-7547
26,Экскаватор электрический WK-20 №1220,100000007087,Экскаватор WK-20 МТЧ,Техническое обслуживание 2,APP1,1100354116,Техническое обслуживание 2,ПЕЧТ ПДТВ ПКАЛ ПРВВ ТЗКР ДВМА ДМНП MOBI JBFI,ГОД  УТВГ УТВП МЕС  НЕД  УТВН ГИП  ПТОМ ПРНТ СРОЧ МТРЦ ТКБЕ СГГС,2022-01-07,2022-01-06,1,1,без переноса в другой месяц,1,0,0,0,0,0,0,0,0,0,0,0,0,Экскаватор электрический WK-20 №1220,03-RUD-EKSK-OOBR-EX04,1212011520.0,E03_02,Экскаваторы электрические,100000007087,Экскаватор электрический WK-20 №1220,E03_02,Экскаваторы электрич,Экскаватор №1220,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX04,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
27,Экскаватор гидравл. PC400-7 №1201,100000008675,Экскаватор PC400-7 №1201 МТЧ,Техническое обслуживание 1,APP1,1100360215,Техническое обслуживание 1,ДЕБЛ ПЕЧТ ПКАЛ ПРВВ ДМНП,ГОД  УТВГ УТВП МЕС  УТВМ ГИП  ПТОМ СРОЧ МТРЦ ТКБЕ ПЗТГ СГГС,2022-01-08,2022-02-18,1,2,перенос в другой месяц,0,1,1,0,0,0,0,0,0,0,0,0,0,Экскаватор гидравл. PC400-7 №1201,03-RUD-EKSK-VOBR-EX01,1214011820.0,E03_01,Экскаваторы гидравлические,100000008675,Экскаватор гидравл. PC400-7 №1201,E03_01,Экскаваторы гидравли,Экскаватор №1201,03-RUD-EKSK-VOBR-EXCV,first03-RUD-EKSK-VOBR-EX01,first03,03,RUD,03-RUD,EKSK,-,EKSK,VOBR,no_data,Полюс Вернинское,5189,Экскаваторы
28,Экскаватор гидравл. PC400-7 №1201,100000008675,Экскаватор PC400-7 №1201 МТЧ,Текущий ремонт 1,APP1,1100360071,ТР1 рабочего оборудования,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП МЕС  УТВМ НЕД  УТВН ГИП  ПТОМ СРОЧ МТРЦ ТКБЕ ПЗТГ СГГС,2022-01-08,2022-02-01,1,2,перенос в другой месяц,0,1,1,0,0,0,0,0,0,0,0,0,0,Экскаватор гидравл. PC400-7 №1201,03-RUD-EKSK-VOBR-EX01,1214011820.0,E03_01,Экскаваторы гидравлические,100000008675,Экскаватор гидравл. PC400-7 №1201,E03_01,Экскаваторы гидравли,Экскаватор №1201,03-RUD-EKSK-VOBR-EXCV,first03-RUD-EKSK-VOBR-EX01,first03,03,RUD,03-RUD,EKSK,-,EKSK,VOBR,no_data,Полюс Вернинское,5189,Экскаваторы
29,Самосвал карьерный БЕЛАЗ-7547 №2444,100000068230,ТР гидросистемы БелАЗ 7547 №4,Текущий ремонт,APP1,1100369089,ТР гидросистемы БелАЗ 7547 №4,ПДТВ ПКАЛ ПРВВ ТЗКР KKMP JBFI,ГОД  УТВГ МЕС  УТВМ НЕД  УТВН ГИП  ПРНТ СГГС,2022-01-09,2022-01-11,1,1,без переноса в другой месяц,1,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный БЕЛАЗ-7547 №2444,03-KON-OBSL-OB05,1245112123.0,E01_01,Самосвалы карьерные,100000068230,Самосвал карьерный БЕЛАЗ-7547 №2444,E01_01,Самосвалы карьерные,БелАЗ-7547 №2444,03-KON-OBSL-PBEL,first03-KON-OBSL-OB05,first03,03,KON,03-KON,OBSL,-,OBSL,OB05,no_data,Полюс Вернинское,573,Самосвалы БелАЗ-7547
30,Самосвал карьерный HD785-7 №1609,100000008666,Самосвал HD785-7 №1609,Замена,APP1,1100359009,Замена двигателя,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-01-09,2022-03-26,1,3,перенос в другой месяц,0,1,0,1,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1609,03-CTT-KD01,1213011220.0,E01_01,Самосвалы карьерные,100000008666,Самосвал карьерный HD785-7 №1609,E01_01,Самосвалы карьерные,Самосвал №1609,03-CTT-K787,first03-CTT-KD01,first03,03,CTT,03-CTT,KD01,-,KD01,no_data,no_data,Полюс Вернинское,3079,Самосвалы Komatsu HD785-7
31,Самосвал карьерный БЕЛАЗ-7547 №2444,100000068230,ТО БелАЗ 7451 СЛ №4,Техническое обслуживание 2,APP1,1100368723,ТО-2 БелАЗ 7451 СЛ №4,ПДТВ ПКАЛ ПРВВ ТЗКР ДВМА ДМНП JBFI,ГОД  УТВГ УТВП МЕС  УТВМ НЕД  УТВН ГИП  ПРНТ МТРЦ ТКБЕ СГГС,2022-01-09,2022-01-20,1,1,без переноса в другой месяц,1,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный БЕЛАЗ-7547 №2444,03-KON-OBSL-OB05,1245112123.0,E01_01,Самосвалы карьерные,100000068230,Самосвал карьерный БЕЛАЗ-7547 №2444,E01_01,Самосвалы карьерные,БелАЗ-7547 №2444,03-KON-OBSL-PBEL,first03-KON-OBSL-OB05,first03,03,KON,03-KON,OBSL,-,OBSL,OB05,no_data,Полюс Вернинское,573,Самосвалы БелАЗ-7547
32,Самосвал карьерный HD785-7 №1609,100000008666,Самосвал HD785-7 №1609,Техническое обслуживание 3,APP1,1100359080,Техническое обслуживание 3,ПЕЧТ ПДТВ ПКАЛ ПРВВ ТЗКР ДВМА ДМНП JBFI,ГОД  УТВГ УТВП МЕС  НЕД  УТВН ГИП  ПТОМ ПРНТ СРОЧ МТРЦ ТКБЕ СГГС,2022-01-09,2022-01-20,1,1,без переноса в другой месяц,1,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1609,03-CTT-KD01,1213011220.0,E01_01,Самосвалы карьерные,100000008666,Самосвал карьерный HD785-7 №1609,E01_01,Самосвалы карьерные,Самосвал №1609,03-CTT-K787,first03-CTT-KD01,first03,03,CTT,03-CTT,KD01,-,KD01,no_data,no_data,Полюс Вернинское,3079,Самосвалы Komatsu HD785-7
33,Экскаватор PC1250-8 №1204,100000068233,Экскаватор РС1250-8 СЛ,Техническое обслуживание 4,APP1,1100363595,ТО-4 Экскаватор РС1250-8 СЛ,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-01-09,2022-10-05,1,10,перенос в другой месяц,0,1,0,0,0,0,0,0,0,0,1,0,0,Экскаватор PC1250-8 №1204,03-RUD-EKSK-OOBR-EX05,1214011923.0,E03_01,Экскаваторы гидравлические,100000068233,Экскаватор PC1250-8 №1204,E03_01,Экскаваторы гидравли,Экскаватор №1204,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX05,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
34,Экскаватор PC1250-8 №1204,100000068233,Экскаватор РС1250-8 СЛ,Техническое обслуживание 4,APP1,1100363595,ТО-4 Экскаватор РС1250-8 СЛ,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-01-09,2022-10-05,1,10,перенос в другой месяц,0,1,0,0,0,0,0,0,0,0,1,0,0,Экскаватор PC1250-8 №1204,03-RUD-EKSK-OOBR-EX05,1214011923.0,E03_01,Экскаваторы гидравлические,100000068233,Экскаватор PC1250-8 №1204,E03_01,Экскаваторы гидравли,Экскаватор №1204,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX05,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
35,Экскаватор PC1250-8 №1204,100000068233,ТР Экскаватор РС1250-8 СЛ,Текущий ремонт,APP1,1100363597,ТР Экскаватор РС1250-8 СЛ,ДЕБЛ ПЕЧТ ПКАЛ ПРВВ ДМНП,ГОД  УТВГ УТВП МЕС  УТВМ НЕД  УТВН ГИП  ПТОМ СРОЧ МТРЦ ТКБЕ СГГС,2022-01-09,2022-02-28,1,2,перенос в другой месяц,0,1,1,0,0,0,0,0,0,0,0,0,0,Экскаватор PC1250-8 №1204,03-RUD-EKSK-OOBR-EX05,1214011923.0,E03_01,Экскаваторы гидравлические,100000068233,Экскаватор PC1250-8 №1204,E03_01,Экскаваторы гидравли,Экскаватор №1204,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX05,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
36,Самосвал карьерный HD785-7 №1615,100000008672,Самосвал HD785-7 №1615,Замена,APP1,1100359715,Замена колеса,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-01-10,2022-06-19,1,6,перенос в другой месяц,0,1,0,0,0,0,1,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1615,03-CTT-KD07,1213011220.0,E01_01,Самосвалы карьерные,100000008672,Самосвал карьерный HD785-7 №1615,E01_01,Самосвалы карьерные,Самосвал №1615,03-CTT-K787,first03-CTT-KD07,first03,03,CTT,03-CTT,KD07,-,KD07,no_data,no_data,Полюс Вернинское,3079,Самосвалы Komatsu HD785-7
37,Самосвал карьерный HD785-7 №1615,100000008672,ТР Самосвал HD785-7 №1615,Текущий ремонт,APP1,1100381354,ТР Самосвал HD785-7 №1615,ПЕЧТ ПДТВ ПКАЛ ПРВВ ТЗКР ДМНП KKMP JBFI,ГОД  УТВГ МЕС  УТВМ НЕД  УТВН ГИП  ПТОМ ПРНТ СГГС,2022-01-10,2022-01-29,1,1,без переноса в другой месяц,1,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1615,03-CTT-KD07,1213011220.0,E01_01,Самосвалы карьерные,100000008672,Самосвал карьерный HD785-7 №1615,E01_01,Самосвалы карьерные,Самосвал №1615,03-CTT-K787,first03-CTT-KD07,first03,03,CTT,03-CTT,KD07,-,KD07,no_data,no_data,Полюс Вернинское,3079,Самосвалы Komatsu HD785-7
38,Самосвал карьерный HD785-7 №1615,100000008672,ТР Самосвал HD785-7 №1615,Текущий ремонт,APP1,1100381354,ТР Самосвал HD785-7 №1615,ПЕЧТ ПДТВ ПКАЛ ПРВВ ТЗКР ДМНП KKMP JBFI,ГОД  УТВГ МЕС  УТВМ НЕД  УТВН ГИП  ПТОМ ПРНТ СГГС,2022-01-10,2022-01-29,1,1,без переноса в другой месяц,1,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1615,03-CTT-KD07,1213011220.0,E01_01,Самосвалы карьерные,100000008672,Самосвал карьерный HD785-7 №1615,E01_01,Самосвалы карьерные,Самосвал №1615,03-CTT-K787,first03-CTT-KD07,first03,03,CTT,03-CTT,KD07,-,KD07,no_data,no_data,Полюс Вернинское,3079,Самосвалы Komatsu HD785-7
39,Самосвал карьерный БЕЛАЗ-7547 №2443,100000068229,ТО БелАЗ 7451 СЛ №3,Техническое обслуживание 1,APP1,1100368649,ТО-1 БелАЗ 7451 СЛ №3,ПДТВ ПКАЛ ПРВВ ТЗКР ДВМА ДМНП JBFI,ГОД  УТВГ УТВП МЕС  УТВМ НЕД  УТВН ГИП  ПРНТ МТРЦ ТКБЕ СГГС,2022-01-10,2022-01-18,1,1,без переноса в другой месяц,1,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный БЕЛАЗ-7547 №2443,03-KON-OBSL-OB04,1245112123.0,E01_01,Самосвалы карьерные,100000068229,Самосвал карьерный БЕЛАЗ-7547 №2443,E01_01,Самосвалы карьерные,БелАЗ-7547 №2443,03-KON-OBSL-PBEL,first03-KON-OBSL-OB04,first03,03,KON,03-KON,OBSL,-,OBSL,OB04,no_data,Полюс Вернинское,573,Самосвалы БелАЗ-7547
40,Самосвал карьерный HD785-7 №1615,100000008672,Самосвал HD785-7 №1615 МТЧ,Техническое обслуживание 1,APP1,1100359716,Техническое обслуживание 1,ПЕЧТ ПДТВ ПКАЛ ПРВВ ТЗКР ДВМА ДМНП JBFI,ГОД  УТВГ УТВП МЕС  УТВМ НЕД  УТВН ГИП  ПТОМ ПРНТ СРОЧ МТРЦ ТКБЕ СГГС,2022-01-10,2022-01-04,1,1,без переноса в другой месяц,1,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1615,03-CTT-KD07,1213011220.0,E01_01,Самосвалы карьерные,100000008672,Самосвал карьерный HD785-7 №1615,E01_01,Самосвалы карьерные,Самосвал №1615,03-CTT-K787,first03-CTT-KD07,first03,03,CTT,03-CTT,KD07,-,KD07,no_data,no_data,Полюс Вернинское,3079,Самосвалы Komatsu HD785-7
41,Самосвал карьерный HD785-7 №1615,100000008672,Самосвал HD785-7 №1615 МТЧ,Техническое обслуживание 1,APP1,1100359716,Техническое обслуживание 1,ПЕЧТ ПДТВ ПКАЛ ПРВВ ТЗКР ДВМА ДМНП JBFI,ГОД  УТВГ УТВП МЕС  УТВМ НЕД  УТВН ГИП  ПТОМ ПРНТ СРОЧ МТРЦ ТКБЕ СГГС,2022-01-10,2022-01-04,1,1,без переноса в другой месяц,1,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1615,03-CTT-KD07,1213011220.0,E01_01,Самосвалы карьерные,100000008672,Самосвал карьерный HD785-7 №1615,E01_01,Самосвалы карьерные,Самосвал №1615,03-CTT-K787,first03-CTT-KD07,first03,03,CTT,03-CTT,KD07,-,KD07,no_data,no_data,Полюс Вернинское,3079,Самосвалы Komatsu HD785-7
42,Самосвал карьерный HD1500-8 №1627,100000022743,Самосвал HD1500-8 №1627 МТЧ,Техническое обслуживание 2,APP1,1100360254,Техническое обслуживание 2,ПЕЧТ ПДТВ ПКАЛ ПРВВ ТЗКР ДВМА ДМНП JBFI,ГОД  УТВГ УТВП МЕС  УТВМ НЕД  УТВН ГИП  ПТОМ ПРНТ МТРЦ ТКБЕ СГГС,2022-01-10,2022-01-24,1,1,без переноса в другой месяц,1,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD1500-8 №1627,03-CTT-KM07,1213011320.0,E01_01,Самосвалы карьерные,100000022743,Самосвал карьерный HD1500-8 №1627,E01_01,Самосвалы карьерные,Самосвал №1627,03-CTT-K150,first03-CTT-KM07,first03,03,CTT,03-CTT,KM07,-,KM07,no_data,no_data,Полюс Вернинское,8146,Самосвалы Komatsu HD1500-8
43,Самосвал карьерный HD785-7 №1614,100000008671,Самосвал HD785-7 №1614,Текущий ремонт,APP1,1100360894,ТР гидросистемы,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ МЕС  ГИП  СГГС,2022-01-11,2022-03-06,1,3,перенос в другой месяц,0,1,0,1,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1614,03-CTT-KD06,1213011220.0,E01_01,Самосвалы карьерные,100000008671,Самосвал карьерный HD785-7 №1614,E01_01,Самосвалы карьерные,Самосвал №1614,03-CTT-K787,first03-CTT-KD06,first03,03,CTT,03-CTT,KD06,-,KD06,no_data,no_data,Полюс Вернинское,3079,Самосвалы Komatsu HD785-7
44,Самосвал карьерный HD785-7 №1614,100000008671,Самосвал HD785-7 №1614 МТЧ,Текущий ремонт,APP1,1100359820,ТР трансмиссии,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ МЕС  УТВМ ГИП  ПТОМ ПЗТГ СГГС,2022-01-11,2022-02-24,1,2,перенос в другой месяц,0,1,1,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1614,03-CTT-KD06,1213011220.0,E01_01,Самосвалы карьерные,100000008671,Самосвал карьерный HD785-7 №1614,E01_01,Самосвалы карьерные,Самосвал №1614,03-CTT-K787,first03-CTT-KD06,first03,03,CTT,03-CTT,KD06,-,KD06,no_data,no_data,Полюс Вернинское,3079,Самосвалы Komatsu HD785-7
45,Самосвал карьерный HD785-7 №1614,100000008671,Самосвал HD785-7 №1614 МТЧ,Техническое обслуживание 4,APP1,1100359810,Техническое обслуживание 4,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  СРОЧ МТРЦ ТКБЕ СГГС,2022-01-11,2022-03-22,1,3,перенос в другой месяц,0,1,0,1,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1614,03-CTT-KD06,1213011220.0,E01_01,Самосвалы карьерные,100000008671,Самосвал карьерный HD785-7 №1614,E01_01,Самосвалы карьерные,Самосвал №1614,03-CTT-K787,first03-CTT-KD06,first03,03,CTT,03-CTT,KD06,-,KD06,no_data,no_data,Полюс Вернинское,3079,Самосвалы Komatsu HD785-7
46,Самосвал карьерный БЕЛАЗ-7547 №2445,100000068231,БелАЗ 7547 №5 СЛ,Техническое обслуживание 1,APP1,1100368425,ТО-1 БелАЗ 7547 №5 СЛ,ПДТВ ПКАЛ ПРВВ ТЗКР ДВМА ДМНП JBFI,ГОД  УТВГ УТВП МЕС  УТВМ НЕД  УТВН ГИП  ПРНТ МТРЦ ТКБЕ СГГС,2022-01-11,2022-01-04,1,1,без переноса в другой месяц,1,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный БЕЛАЗ-7547 №2445,03-KON-OBSL-OB06,1245112123.0,E01_01,Самосвалы карьерные,100000068231,Самосвал карьерный БЕЛАЗ-7547 №2445,E01_01,Самосвалы карьерные,БелАЗ-7547 №2445,03-KON-OBSL-PBEL,first03-KON-OBSL-OB06,first03,03,KON,03-KON,OBSL,-,OBSL,OB06,no_data,Полюс Вернинское,573,Самосвалы БелАЗ-7547
47,Самосвал карьерный HD1500-8 №1630,100000071921,Самосвал HD1500-8 №1630 МТЧ,Техническое обслуживание 2,APP1,1100364236,Техническое обслуживание 2,НЕВЫ ПКАЛ ЗАКР МТКУ ДМНП,ГОД  УТВГ УТВП МЕС  ГИП  СРОЧ МТРЦ ТКБЕ ССПЛ,2022-01-12,2022-02-12,1,2,перенос в другой месяц,0,1,1,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD1500-8 №1630,03-CTT-KM10,1213011320.0,E01_01,Самосвалы карьерные,100000071921,Самосвал карьерный HD1500-8 №1630,E01_01,Самосвалы карьерные,Самосвал №1630,03-CTT-K150,first03-CTT-KM10,first03,03,CTT,03-CTT,KM10,-,KM10,no_data,no_data,Полюс Вернинское,8146,Самосвалы Komatsu HD1500-8
48,Самосвал карьерный БЕЛАЗ-7547 №2441,100000068227,БелАЗ 7547 №1 СЛ,Техническое обслуживание 4,APP1,1100368838,ТО-4 БелАЗ 7547 №1 СЛ,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП МЕС  УТВМ ГИП  ПТОМ МТРЦ ТКБЕ ПЗТГ СГГС,2022-01-12,2022-02-25,1,2,перенос в другой месяц,0,1,1,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный БЕЛАЗ-7547 №2441,03-KON-OBSL-OB02,1245112123.0,E01_01,Самосвалы карьерные,100000068227,Самосвал карьерный БЕЛАЗ-7547 №2441,E01_01,Самосвалы карьерные,БелАЗ-7547 №2441,03-KON-OBSL-PBEL,first03-KON-OBSL-OB02,first03,03,KON,03-KON,OBSL,-,OBSL,OB02,no_data,Полюс Вернинское,573,Самосвалы БелАЗ-7547
49,Самосвал карьерный БЕЛАЗ-7547 №2441,100000068227,ТР электрооборудования БелАЗ 7547 №1,Текущий ремонт,APP1,1100368956,ТР электрооборудования БелАЗ 7547 №1,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ МЕС  УТВМ ГИП  ПТОМ ПЗТГ СГГС,2022-01-12,2022-02-15,1,2,перенос в другой месяц,0,1,1,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный БЕЛАЗ-7547 №2441,03-KON-OBSL-OB02,1245112123.0,E01_01,Самосвалы карьерные,100000068227,Самосвал карьерный БЕЛАЗ-7547 №2441,E01_01,Самосвалы карьерные,БелАЗ-7547 №2441,03-KON-OBSL-PBEL,first03-KON-OBSL-OB02,first03,03,KON,03-KON,OBSL,-,OBSL,OB02,no_data,Полюс Вернинское,573,Самосвалы БелАЗ-7547
50,Самосвал карьерный БЕЛАЗ-7547 №2441,100000068227,ТР БелАЗ 7547 №1 СЛ,Текущий ремонт,APP1,1100368844,ТР БелАЗ 7547 №1 СЛ,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ МЕС  УТВМ ГИП  ПТОМ ПЗТГ СГГС,2022-01-12,2022-02-25,1,2,перенос в другой месяц,0,1,1,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный БЕЛАЗ-7547 №2441,03-KON-OBSL-OB02,1245112123.0,E01_01,Самосвалы карьерные,100000068227,Самосвал карьерный БЕЛАЗ-7547 №2441,E01_01,Самосвалы карьерные,БелАЗ-7547 №2441,03-KON-OBSL-PBEL,first03-KON-OBSL-OB02,first03,03,KON,03-KON,OBSL,-,OBSL,OB02,no_data,Полюс Вернинское,573,Самосвалы БелАЗ-7547
