level_1,eo_code,month_year,eo_model_id,man_hours
first11,100000062397,11_2024,65,116.55
first11,100000062397,12_2023,65,117.21000000000001
first11,100000062397,12_2024,65,95.46000000000001
first11,100000062397,1_2023,65,87.21000000000001
first11,100000062397,1_2024,65,129.81
first11,100000062397,1_2025,65,159.81
first11,100000062397,2_2023,65,86.73
first11,100000062397,2_2024,65,124.14
first11,100000062397,2_2025,65,85.23
first11,100000062397,3_2023,65,117.21000000000001
first11,100000062397,3_2024,65,87.21000000000001
first11,100000062397,3_2025,65,88.71000000000001
first11,100000062397,4_2023,65,98.10000000000001
first11,100000062397,4_2024,65,502.8
first11,100000062397,4_2025,65,129.75
first11,100000062397,5_2023,65,118.71000000000001
first11,100000062397,5_2024,65,125.46000000000001
first11,100000062397,5_2025,65,87.21000000000001
first11,100000062397,6_2023,65,86.55
first11,100000062397,6_2024,65,86.55
first11,100000062397,6_2025,65,117.39
first11,100000062397,7_2023,65,166.56
first11,100000062397,7_2024,65,161.31
first11,100000062397,8_2023,65,88.71
first11,100000062397,8_2024,65,87.21000000000001
first11,100000062397,9_2023,65,86.55
first11,100000062397,9_2024,65,124.8
first11,100000062398,10_2023,65,123.66
first11,100000062398,10_2024,65,92.01
first11,100000062398,11_2023,65,94.8
first11,100000062398,11_2024,65,116.55
first11,100000062398,12_2023,65,117.21000000000001
first11,100000062398,12_2024,65,95.46000000000001
first11,100000062398,1_2023,65,87.21000000000001
first11,100000062398,1_2024,65,129.81
first11,100000062398,1_2025,65,159.81
first11,100000062398,2_2023,65,86.73
first11,100000062398,2_2024,65,124.14
first11,100000062398,2_2025,65,85.23
first11,100000062398,3_2023,65,117.21000000000001
first11,100000062398,3_2024,65,87.21000000000001
first11,100000062398,3_2025,65,88.71000000000001
first11,100000062398,4_2023,65,98.10000000000001
first11,100000062398,4_2024,65,502.8
first11,100000062398,4_2025,65,129.75
first11,100000062398,5_2023,65,118.71000000000001
first11,100000062398,5_2024,65,125.46000000000001
first11,100000062398,5_2025,65,87.21000000000001
first11,100000062398,6_2023,65,86.55
first11,100000062398,6_2024,65,86.55
first11,100000062398,6_2025,65,117.39
first11,100000062398,7_2023,65,166.56
first11,100000062398,7_2024,65,161.31
first11,100000062398,8_2023,65,88.71
first11,100000062398,8_2024,65,87.21000000000001
first11,100000062398,9_2023,65,86.55
first11,100000062398,9_2024,65,124.8
first11,100000062399,10_2023,65,123.66
first11,100000062399,10_2024,65,92.01
first11,100000062399,11_2023,65,94.8
first11,100000062399,11_2024,65,116.55
first11,100000062399,12_2023,65,117.21000000000001
first11,100000062399,12_2024,65,95.46000000000001
first11,100000062399,1_2023,65,87.21000000000001
first11,100000062399,1_2024,65,129.81
first11,100000062399,1_2025,65,159.81
first11,100000062399,2_2023,65,86.73
first11,100000062399,2_2024,65,124.14
first11,100000062399,2_2025,65,85.23
first11,100000062399,3_2023,65,117.21000000000001
first11,100000062399,3_2024,65,87.21000000000001
first11,100000062399,3_2025,65,88.71000000000001
first11,100000062399,4_2023,65,98.10000000000001
first11,100000062399,4_2024,65,502.8
first11,100000062399,4_2025,65,129.75
first11,100000062399,5_2023,65,118.71000000000001
first11,100000062399,5_2024,65,125.46000000000001
first11,100000062399,5_2025,65,87.21000000000001
first11,100000062399,6_2023,65,86.55
first11,100000062399,6_2024,65,86.55
first11,100000062399,6_2025,65,117.39
first11,100000062399,7_2023,65,166.56
first11,100000062399,7_2024,65,161.31
first11,100000062399,8_2023,65,88.71
first11,100000062399,8_2024,65,87.21000000000001
first11,100000062399,9_2023,65,86.55
first11,100000062399,9_2024,65,124.8
first11,100000065606,1_2023,65,87.21
first11,100000065606,2_2023,65,86.73
first11,100000065606,3_2023,65,87.21000000000001
first11,100000065606,4_2023,65,121.35000000000001
first11,100000065606,5_2023,65,95.46000000000001
first11,100000065606,6_2023,65,85.89
first11,100000065607,1_2023,65,87.21
first11,100000065607,2_2023,65,86.73
first11,100000065607,3_2023,65,87.21000000000001
first11,100000065607,4_2023,65,121.35000000000001
first11,100000065607,5_2023,65,95.46000000000001
first11,100000065607,6_2023,65,85.89
first11,100000065608,1_2023,65,87.21
first11,100000065608,2_2023,65,86.73
first11,100000065608,3_2023,65,87.21000000000001
first11,100000065608,4_2023,65,121.35000000000001
first11,100000065608,5_2023,65,95.46000000000001
first11,100000065608,6_2023,65,85.89
first11,100000065609,1_2023,65,87.21
first11,100000065609,2_2023,65,86.73
first11,100000065609,3_2023,65,87.21000000000001
first11,100000065609,4_2023,65,121.35000000000001
first11,100000065609,5_2023,65,95.46000000000001
first11,100000065609,6_2023,65,85.89
first11,100000065611,1_2023,65,87.21
first11,100000065611,2_2023,65,86.73
