,Заказ,Базисный срок начала,Базисный срок конца,БЕ,Группа плановиков,Сообщение,Вид заказа,Вид работы ТОРО,Время ремонтного простоя (Зкз),Общее время простоя (Зкз),Метка удаления,СистСтатус,ПользСтатус,Системный статус сообщения ТОРО,Наименование класса ЕО,Краткий текст,Единица оборудования,Техническое место,Название технического места,СПП - заголовок заказа,basis_start_year,basis_start_month,basis_start_month_name,basis_start_date,basis_start_month_year,basis_start_monthname_year,order_system_status,ТЗКР; Технически закрыто,ПДТВ; Подтверждено,ПКАЛ; ПредвКалькуляция проведена,ПРВВ; Правило расчета введено,ДМНП; ДоступностьМтрл не проверена,KKMP; Без компонентов материала,JBFI; Задача завершена,ЗАКР; Закрыто,МТКУ; Метка удаления,НЕВЫ; Не выполнено,ДВМА; Движение материала произошло,ПЕЧТ; Напечатано,MOBI; Данные на мобильном устройстве,ЧПДТ; Частично подтверждено,ЧПЕЧ; Частично напечатано,ОШОЗ; Ошибка при определении затрат,ОТКР; Открыто,ДЕБЛ; Деблокировано,СРНА; Сроки не актуальны,iw39,Вид заказа Описание,Вид_заказа,count
838,1100357656,2022-02-14,2/14/2022,1200,200,7100360083,APP1,ТО,"1,50","1,50",X,ЗАКР НЕВЫ ПКАЛ МТКУ ДМНП KKMP,ПЛАН,СОЗА ЗКПР МТКУ,Двигатели асинхронные,Техническое обслуживание,100000009370,03-RUD-EKSK-OOBR-EX03,Экскаватор №1208,,2022,2,февраль,2022-02-14,2_2022,февраль_2022,"['ЗАКР', 'НЕВЫ', 'ПКАЛ', 'МТКУ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
839,1100357989,2022-02-14,2/14/2022,1200,200,7100360414,APP1,ТР,"4,00","4,00",X,ЗАКР НЕВЫ ПКАЛ МТКУ ДМНП KKMP,ПЛАН,СОЗА ЗКПР МТКУ,Двигатели асинхронные,Текущий ремонт,100000009599,03-RUD-EKSK-OOBR-EX03,Экскаватор №1208,,2022,2,февраль,2022-02-14,2_2022,февраль_2022,"['ЗАКР', 'НЕВЫ', 'ПКАЛ', 'МТКУ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
840,1100359307,2022-02-14,2/15/2022,1200,100,7100361501,APP1,КР,"24,00","24,00",,ЗАКР НЕВЫ ПКАЛ ОШОЗ СРНА ДМНП,ПЛАН ГОД МТРН КРМТ,СОЗА ЗКПР МТКУ,Самосвалы карьерные,КР подвески задней,100000008667,03-CTT-KD02,Самосвал №1610,LT-1200-2022-2-014-01-01,2022,2,февраль,2022-02-14,2_2022,февраль_2022,"['ЗАКР', 'НЕВЫ', 'ПКАЛ', 'ОШОЗ', 'СРНА', 'ДМНП']",0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
841,1100360983,2022-02-14,2/14/2022,1200,100,7100363132,APP1,ТО1,"6,00","6,00",,ОТКР ПКАЛ ДМНП,СГГС ГОД УТВГ УТВП МЕС УТВМ ГИП ПТОМ СРОЧ МТРЦ ТКБЕ ПЗТГ,СОРА ЗКПР,Экскаваторы гидравлические,Техническое обслуживание 1,100000022894,03-RUD-EKSK-VOBR-EX07,Экскаватор №1209,LT-1200-2022-4-024-02,2022,2,февраль,2022-02-14,2_2022,февраль_2022,"['ОТКР', 'ПКАЛ', 'ДМНП']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
842,1100368886,2022-02-14,2/14/2022,1200,100,7100371011,APP1,ТО1,"6,00","6,00",,ОТКР ПКАЛ ДМНП,СГГС ГОД УТВГ УТВП МЕС УТВМ УТВН ГИП ПТОМ МТРЦ ТКБЕ ПЗТГ,СОРА ЗКПР,Самосвалы карьерные,ТО-1 БелАЗ 7451 СЛ №3,100000068229,03-KON-OBSL-OB04, БелАЗ-7547 №2443,LT-1200-2022-4-024-02,2022,2,февраль,2022-02-14,2_2022,февраль_2022,"['ОТКР', 'ПКАЛ', 'ДМНП']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
843,1100357291,2022-02-14,2/14/2022,1200,200,7100360100,APP1,ТО,"2,10","2,10",X,ЗАКР НЕВЫ ПКАЛ МТКУ ДМНП KKMP,ПЛАН,СОЗА ЗКПР МТКУ,Двигатели синхронные,Техническое обслуживание,100000009373,03-RUD-EKSK-OOBR-EX03,Экскаватор №1208,,2022,2,февраль,2022-02-14,2_2022,февраль_2022,"['ЗАКР', 'НЕВЫ', 'ПКАЛ', 'МТКУ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
844,1100357674,2022-02-14,2/14/2022,1200,200,7100360151,APP1,ТО,"2,00","2,00",X,ЗАКР НЕВЫ ПКАЛ МТКУ ДМНП KKMP,ПЛАН,СОЗА ЗКПР МТКУ,Генераторы,Техническое обслуживание,100000009368,03-RUD-EKSK-OOBR-EX03,Экскаватор №1208,,2022,2,февраль,2022-02-14,2_2022,февраль_2022,"['ЗАКР', 'НЕВЫ', 'ПКАЛ', 'МТКУ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
845,1100357725,2022-02-14,2/14/2022,1200,200,7100360162,APP1,ТО,"2,40","2,40",X,ЗАКР НЕВЫ ПКАЛ МТКУ ДМНП KKMP,ПЛАН,СОЗА ЗКПР МТКУ,Генераторы,Техническое обслуживание,100000009369,03-RUD-EKSK-OOBR-EX03,Экскаватор №1208,,2022,2,февраль,2022-02-14,2_2022,февраль_2022,"['ЗАКР', 'НЕВЫ', 'ПКАЛ', 'МТКУ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
846,1100357981,2022-02-14,2/14/2022,1200,200,7100360396,APP1,ТР,"4,00","4,00",X,ЗАКР НЕВЫ ПКАЛ МТКУ ДМНП KKMP,ПЛАН,СОЗА ЗКПР МТКУ,Двигатели асинхронные,Текущий ремонт,100000009597,03-RUD-EKSK-OOBR-EX03,Экскаватор №1208,,2022,2,февраль,2022-02-14,2_2022,февраль_2022,"['ЗАКР', 'НЕВЫ', 'ПКАЛ', 'МТКУ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
847,1100380778,2022-02-14,2/15/2022,1200,100,7100381766,APP1,ТР,"20,00","20,00",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД УТВГ МЕС УТВМ ГИП ПТОМ ПЗТГ,СОРА ЗКПР,Самосвалы карьерные,ТР Самосвал HD1500-8 №1623,100000006410,03-CTT-KM03,Самосвал №1623,LT-1200-2022-2-014-02,2022,2,февраль,2022-02-14,2_2022,февраль_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
848,1100357993,2022-02-14,2/14/2022,1200,200,7100360418,APP1,ТР,"4,00","4,00",X,ЗАКР НЕВЫ ПКАЛ МТКУ ДМНП KKMP,ПЛАН,СОЗА ЗКПР МТКУ,Двигатели асинхронные,Текущий ремонт,100000009600,03-RUD-EKSK-OOBR-EX03,Экскаватор №1208,,2022,2,февраль,2022-02-14,2_2022,февраль_2022,"['ЗАКР', 'НЕВЫ', 'ПКАЛ', 'МТКУ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
849,1100357661,2022-02-14,2/14/2022,1200,200,7100360088,APP1,ТО,"1,00","1,00",X,ЗАКР НЕВЫ ПКАЛ МТКУ ДМНП KKMP,ПЛАН,СОЗА ЗКПР МТКУ,Двигатели асинхронные,Техническое обслуживание,100000009372,03-RUD-EKSK-OOBR-EX03,Экскаватор №1208,,2022,2,февраль,2022-02-14,2_2022,февраль_2022,"['ЗАКР', 'НЕВЫ', 'ПКАЛ', 'МТКУ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
850,1100381270,2022-02-14,2/14/2022,1200,100,7100382268,APP1,ТР,"10,00","10,00",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД УТВГ МЕС УТВМ ГИП ПТОМ ПЗТГ,СОРА ЗКПР,Самосвалы карьерные,ТР Самосвал HD1500-8 №1627,100000022743,03-CTT-KM07,Самосвал №1627,LT-1200-2022-2-014-02,2022,2,февраль,2022-02-14,2_2022,февраль_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
851,1100357983,2022-02-14,2/14/2022,1200,200,7100360398,APP1,ТО,"1,50","1,50",X,ЗАКР НЕВЫ ПКАЛ МТКУ ДМНП KKMP,ПЛАН,СОЗА ЗКПР МТКУ,Двигатели асинхронные,Техническое обслуживание,100000009598,03-RUD-EKSK-OOBR-EX03,Экскаватор №1208,,2022,2,февраль,2022-02-14,2_2022,февраль_2022,"['ЗАКР', 'НЕВЫ', 'ПКАЛ', 'МТКУ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
852,1100357692,2022-02-14,2/16/2022,1200,200,7100360141,APP1,ТР,"48,00","48,00",X,ЗАКР НЕВЫ ПКАЛ МТКУ ДМНП KKMP,ПЛАН,СОЗА ЗКПР МТКУ,Двигатели постоянного тока,Текущий ремонт,100000009367,03-RUD-EKSK-OOBR-EX03,Экскаватор №1208,,2022,2,февраль,2022-02-14,2_2022,февраль_2022,"['ЗАКР', 'НЕВЫ', 'ПКАЛ', 'МТКУ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
853,1100361086,2022-02-15,2/15/2022,1200,100,7100363245,APP1,ТО2,"8,00","8,00",,ОТКР ПКАЛ ДМНП,СГГС ГОД УТВГ УТВП МЕС УТВМ ГИП ПТОМ СРОЧ МТРЦ ТКБЕ ПЗТГ,СОРА ЗКПР,Экскаваторы гидравлические,Техническое обслуживание 2,100000008677,03-RUD-EKSK-VOBR-EX04,Экскаватор №1211,LT-1200-2022-4-024-02,2022,2,февраль,2022-02-15,2_2022,февраль_2022,"['ОТКР', 'ПКАЛ', 'ДМНП']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
854,1100360165,2022-02-15,2/15/2022,1200,100,7100362341,APP1,ТО1,"6,00","6,00",,ОТКР ПКАЛ ДМНП,СГГС ГОД УТВГ УТВП МЕС УТВМ ГИП ПТОМ СРОЧ МТРЦ ТКБЕ ПЗТГ,СОРА ЗКПР,Самосвалы карьерные,Техническое обслуживание 1,100000022744,03-CTT-KM08,Самосвал №1628,LT-1200-2022-2-014-02,2022,2,февраль,2022-02-15,2_2022,февраль_2022,"['ОТКР', 'ПКАЛ', 'ДМНП']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
855,1100368848,2022-02-15,2/15/2022,1200,100,7100370973,APP1,ТР,"12,00","12,00",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД УТВГ МЕС УТВМ ГИП ПТОМ ПЗТГ,СОРА ЗКПР,Самосвалы карьерные,ТР БелАЗ 7547 №3 СЛ,100000068229,03-KON-OBSL-OB04, БелАЗ-7547 №2443,LT-1200-2022-4-024-02,2022,2,февраль,2022-02-15,2_2022,февраль_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
856,1100368956,2022-02-15,2/16/2022,1200,100,7100371221,APP1,ТР,"24,00","24,00",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД УТВГ МЕС УТВМ ГИП ПТОМ ПЗТГ,СОРА ЗКПР,Самосвалы карьерные,ТР электрооборудования БелАЗ 7547 №1,100000068227,03-KON-OBSL-OB02, БелАЗ-7547 №2441,LT-1200-2022-4-024-02,2022,2,февраль,2022-02-15,2_2022,февраль_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
857,1100381163,2022-02-15,2/16/2022,1200,100,7100382231,APP1,ТР,"20,00","20,00",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД УТВГ МЕС УТВМ ГИП ПТОМ ПЗТГ,СОРА ЗКПР,Самосвалы карьерные,ТР Самосвал 785C №1619,100000008673,03-CTT-CC01,Самосвал №1619,LT-1200-2022-2-014-02,2022,2,февраль,2022-02-15,2_2022,февраль_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
858,1100358662,2022-02-15,2/15/2022,1200,100,7100360993,APP1,ТО1,"10,00","10,00",,ОТКР ПКАЛ ДМНП,СГГС ГОД УТВГ УТВП МЕС УТВМ ГИП ПТОМ СРОЧ МТРЦ ТКБЕ ПЗТГ,СОРА ЗКПР,Самосвалы карьерные,Техническое обслуживание 1,100000008673,03-CTT-CC01,Самосвал №1619,LT-1200-2022-2-014-02,2022,2,февраль,2022-02-15,2_2022,февраль_2022,"['ОТКР', 'ПКАЛ', 'ДМНП']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
859,1100390617,2022-02-15,2/15/2022,1200,600,7100391168,APP1,ТО,"0,00","0,00",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД МЕС УТВМ ГИП ПЗТГ,СОРА ЗКПР,Компьютеры промышленные бортовые,ТО1 Компьютер Trax10 1211,100000009402,03-RUD-EKSK-VOBR-EX04,Экскаватор №1211,LT-1200-2022-2-028-02,2022,2,февраль,2022-02-15,2_2022,февраль_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
860,1100361174,2022-02-15,2/19/2022,1200,100,7100363338,APP1,ТР,"96,00","96,00",,ОТКР ПКАЛ ДМНП,СГГС ГОД МЕС УТВМ НЕД УТВН ГИП ПТОМ СРОЧ МТРЦ,СОРА ЗКПР,Самосвалы карьерные,ТР кузова,100000021364,03-CTT-KM05,Самосвал №1625,LT-1200-2022-2-014-02,2022,2,февраль,2022-02-15,2_2022,февраль_2022,"['ОТКР', 'ПКАЛ', 'ДМНП']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
861,1100368786,2022-02-15,2/15/2022,1200,100,7100370912,APP1,ТО1,"6,00","6,00",,ОТКР ПКАЛ ДМНП,СГГС ГОД УТВГ УТВП МЕС УТВМ ГИП ПТОМ МТРЦ ТКБЕ ПЗТГ,СОРА ЗКПР,Самосвалы карьерные,ТО-1 БелАЗ 7547 №1 СЛ,100000068227,03-KON-OBSL-OB02, БелАЗ-7547 №2441,LT-1200-2022-4-024-02,2022,2,февраль,2022-02-15,2_2022,февраль_2022,"['ОТКР', 'ПКАЛ', 'ДМНП']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
862,1100381355,2022-02-16,2/17/2022,1200,100,7100382363,APP1,ТР,"20,00","20,00",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД УТВГ МЕС УТВМ ГИП ПТОМ ПЗТГ,СОРА ЗКПР,Самосвалы карьерные,ТР Самосвал HD785-7 №1615,100000008672,03-CTT-KD07,Самосвал №1615,LT-1200-2022-2-014-02,2022,2,февраль,2022-02-16,2_2022,февраль_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
863,1100353493,2022-02-16,2/16/2022,1200,600,7100356073,APP1,ТО,"0,00","0,00",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД МЕС УТВМ ГИП ПЗТГ,СОРА ЗКПР,Компьютеры промышленные бортовые,ТО1 Компьютер Trax10LP 1628,100000069161,03-CTT-KM08,Самосвал №1628,LT-1200-2022-2-027-02,2022,2,февраль,2022-02-16,2_2022,февраль_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
864,1100381174,2022-02-16,2/16/2022,1200,100,7100382242,APP1,ТР,"10,00","10,00",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД УТВГ МЕС УТВМ ГИП ПТОМ ПЗТГ,СОРА ЗКПР,Самосвалы карьерные,ТР Самосвал HD1500-8 №1628,100000022744,03-CTT-KM08,Самосвал №1628,LT-1200-2022-2-014-02,2022,2,февраль,2022-02-16,2_2022,февраль_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
865,1100390705,2022-02-16,2/16/2022,1200,600,7100391263,APP1,ТО,"0,00","0,00",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД МЕС УТВМ ГИП ПЗТГ,СОРА ЗКПР,Компьютеры промышленные бортовые,ТО1 Компьютер Trax10 1615,100000009428,03-CTT-KD07,Самосвал №1615,LT-1200-2022-2-027-02,2022,2,февраль,2022-02-16,2_2022,февраль_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
866,1100359717,2022-02-16,2/16/2022,1200,100,7100361973,APP1,ТО1,"6,00","6,00",,ДЕБЛ ПКАЛ ПРВВ ДМНП,СГГС ГОД УТВГ УТВП МЕС УТВМ ГИП ПТОМ СРОЧ МТРЦ ТКБЕ ПЗТГ,СОРА ЗКПР,Самосвалы карьерные,Техническое обслуживание 1,100000008672,03-CTT-KD07,Самосвал №1615,LT-1200-2022-2-014-02,2022,2,февраль,2022-02-16,2_2022,февраль_2022,"['ДЕБЛ', 'ПКАЛ', 'ПРВВ', 'ДМНП']",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
867,1100153094,2022-02-16,2/16/2022,1200,600,7100156034,APP1,ТО,"0,00","0,00",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД МЕС УТВМ ГИП ПЗТГ,СОРА ЗКПР,Компьютеры промышленные бортовые,ТО1 КомпьютерTrax10LP 1624,100000024392,03-CTT-KM04,Самосвал №1624,LT-1200-2022-2-027-02,2022,2,февраль,2022-02-16,2_2022,февраль_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
868,1100360707,2022-02-17,2/23/2022,1200,100,7100363061,APP1,ТР,"144,00","144,00",,ОТКР ПКАЛ ДМНП,СГГС ГОД УТВГ МЕС УТВМ ГИП ПТОМ СРОЧ МТРЦ ПЗТГ,СОРА ЗКПР,Самосвалы карьерные,ТР кузова,100000006408,03-CTT-KM01,Самосвал №1621,LT-1200-2022-2-014-02,2022,2,февраль,2022-02-17,2_2022,февраль_2022,"['ОТКР', 'ПКАЛ', 'ДМНП']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
869,1100360235,2022-02-18,2/22/2022,1200,100,7100362471,APP1,ЗМН,"96,00","96,00",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД УТВГ МЕС УТВМ ГИП ПТОМ ПЗТГ,СОРА ЗКПР,Самосвалы карьерные,Замена1 двигателя,100000006408,03-CTT-KM01,Самосвал №1621,LT-1200-2022-2-014-02,2022,2,февраль,2022-02-18,2_2022,февраль_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
870,1100368787,2022-02-18,2/18/2022,1200,100,7100370911,APP1,ТО1,"6,00","6,00",X,ЗАКР НЕВЫ ПКАЛ МТКУ ДМНП,ПЛАН МТРН,СОРА ЗКПР,Самосвалы карьерные,ТО-1 БелАЗ 7451 СЛ №6,100000068232,03-KON-OBSL-OB07, БелАЗ-7547 №2446,,2022,2,февраль,2022-02-18,2_2022,февраль_2022,"['ЗАКР', 'НЕВЫ', 'ПКАЛ', 'МТКУ', 'ДМНП']",0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
871,1100645341,2022-02-18,2/19/2022,1200,100,7200143446,ATS1,ТР,"24,00","24,00",,ОТКР ПКАЛ ДМНП,СГГС МЕС УТВМ ПТОМ СРОЧ МТРЦ ПЗТГ,СОРА ЗКПР,Самосвалы карьерные,Комплектующие для замены ДВС,100000006408,03-CTT-KM01,Самосвал №1621,LT-1200-2022-2-014-02,2022,2,февраль,2022-02-18,2_2022,февраль_2022,"['ОТКР', 'ПКАЛ', 'ДМНП']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по состоянию,ATS1; ТОРО по состоянию,1
872,1100360215,2022-02-18,2/18/2022,1200,100,7100362369,APP1,ТО1,"6,00","6,00",,ДЕБЛ ПЕЧТ ПКАЛ ПРВВ ДМНП,СГГС ГОД УТВГ УТВП МЕС УТВМ ГИП ПТОМ СРОЧ МТРЦ ТКБЕ ПЗТГ,СОРА ЗКПР,Экскаваторы гидравлические,Техническое обслуживание 1,100000008675,03-RUD-EKSK-VOBR-EX01,Экскаватор №1201,LT-1200-2022-4-024-02,2022,2,февраль,2022-02-18,2_2022,февраль_2022,"['ДЕБЛ', 'ПЕЧТ', 'ПКАЛ', 'ПРВВ', 'ДМНП']",0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
873,1100368426,2022-02-19,2/19/2022,1200,100,7100370544,APP1,ТО1,"6,00","6,00",,ОТКР ПКАЛ ДМНП,СГГС ГОД УТВГ УТВП МЕС УТВМ ГИП ПТОМ МТРЦ ТКБЕ ПЗТГ,СОРА ЗКПР,Самосвалы карьерные,ТО-1 БелАЗ 7547 №5 СЛ,100000068231,03-KON-OBSL-OB06, БелАЗ-7547 №2445,LT-1200-2022-4-024-02,2022,2,февраль,2022-02-19,2_2022,февраль_2022,"['ОТКР', 'ПКАЛ', 'ДМНП']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
874,1100368984,2022-02-19,2/22/2022,1200,100,7100371200,APP1,ТР,"72,00","72,00",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД УТВГ МЕС УТВМ ГИП ПТОМ ПЗТГ,СОРА ЗКПР,Самосвалы карьерные,ТР гидросистемы БелАЗ 7547 №5,100000068231,03-KON-OBSL-OB06, БелАЗ-7547 №2445,LT-1200-2022-4-024-02,2022,2,февраль,2022-02-19,2_2022,февраль_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
875,1100368846,2022-02-20,2/20/2022,1200,100,7100370971,APP1,ТР,"12,00","12,00",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД УТВГ МЕС УТВМ ГИП ПТОМ ПЗТГ,СОРА ЗКПР,Самосвалы карьерные,ТР БелАЗ 7547 №2 СЛ,100000068228,03-KON-OBSL-OB03, БелАЗ-7547 №2442,LT-1200-2022-4-024-02,2022,2,февраль,2022-02-20,2_2022,февраль_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
876,1100368882,2022-02-20,2/21/2022,1200,100,7100371007,APP1,ТО4,"24,00","24,00",,ОТКР ПКАЛ ДМНП,СГГС ГОД УТВГ УТВП МЕС УТВМ ГИП ПТОМ МТРЦ ТКБЕ ПЗТГ,СОРА ЗКПР,Самосвалы карьерные,(ТО) БелАЗ 7451 СЛ №2,100000068228,03-KON-OBSL-OB03, БелАЗ-7547 №2442,LT-1200-2022-4-024-02,2022,2,февраль,2022-02-20,2_2022,февраль_2022,"['ОТКР', 'ПКАЛ', 'ДМНП']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
877,1100390641,2022-02-21,2/21/2022,1200,600,7100391179,APP1,ТО,"0,00","0,00",,ОТКР ПКАЛ ДМНП KKMP,СГГС ГОД МЕС УТВМ ГИП ПЗТГ,СОРА ЗКПР,Компьютеры промышленные бортовые,ТО1 Компьютер Trax10 1613,100000009426,03-CTT-KD05,Самосвал №1613,LT-1200-2022-2-027-02,2022,2,февраль,2022-02-21,2_2022,февраль_2022,"['ОТКР', 'ПКАЛ', 'ДМНП', 'KKMP']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
878,1100359772,2022-02-21,2/22/2022,1200,100,7100361934,APP1,ТО4,"36,00","36,00",,ОТКР ПКАЛ ДМНП,СГГС ГОД УТВГ УТВП МЕС УТВМ ГИП ПТОМ СРОЧ МТРЦ ТКБЕ ПЗТГ,СОРА ЗКПР,Самосвалы карьерные,Техническое обслуживание 4,100000008670,03-CTT-KD05,Самосвал №1613,LT-1200-2022-2-014-02,2022,2,февраль,2022-02-21,2_2022,февраль_2022,"['ОТКР', 'ПКАЛ', 'ДМНП']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,iw39,ТОРО по ППР,APP1; ТОРО по ППР,1
